MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,fireplaces,HOA,floor_covering_luxury,floor_covering_standard,kitchen_features_luxury,kitchen_features_standard,price_per_ft,price_per_bed_room,bathrooms_per_bedroom
21630570,847600.0,85750,-110.821628,32.283996,0.97,8741,2004,4,5,3647.0,3.0,4,125.0,0,1,0,1,232.41020016451878,211900.0,1.25
21407775,837500.0,85737,-110.952205,32.385036,1.43,11661,1998,4,3,4258.0,3.0,1,70.0,0,1,0,1,196.68858619069985,209375.0,0.75
21422928,835000.0,85718,-110.935226,32.31351,1.27,7534,2007,6,5,5164.0,3.0,3,0.0,0,1,0,1,161.69635941130906,139166.66666666666,0.8333333333333334
21429542,825000.0,85749,-110.730242,32.274444,3.25,5852,2008,4,3,3788.0,7.0,2,0.0,1,0,0,1,217.79303062302006,206250.0,0.75
21525053,850000.0,85755,-110.989568,32.426093,0.84,6593,2002,4,3,3338.0,3.0,3,13.0,1,0,0,1,254.64349910125824,212500.0,0.75
21611950,890000.0,85755,-110.960853,32.469747,1.55,14681,2006,4,5,5303.0,4.0,5,200.0,1,0,0,1,167.82953045445973,222500.0,1.25
21628192,821359.0,85737,-110.975249,32.390647,0.8,7120,1959,3,3,4133.0,3.0,2,6.0,1,0,0,1,198.7319138640213,273786.3333333333,1.0
21700502,780000.0,85737,-110.969332,32.39584,0.83,8112,2005,4,4,3841.0,4.0,1,20.0,0,1,0,1,203.07211663629263,195000.0,1.0
21208834,800000.0,85715,-110.859255,32.258712,0.57,5318,1963,4,4,3742.0,2.0,2,79.0,0,1,0,1,213.78941742383753,200000.0,1.0
21207280,627120.0,85750,-110.814042,32.262664,3.36,6627,1987,4,3,3216.0,3.0,3,34.0,0,1,0,1,195.0,156780.0,0.75
21221583,800000.0,85750,-110.807658,32.292552,8.29,6170,1972,5,4,4454.0,0.0,1,0.0,0,1,0,1,179.6138302649304,160000.0,0.8
21230034,845000.0,85718,-110.939382,32.337815,0.94,9893,2001,3,4,3316.0,3.0,3,150.0,0,1,0,1,254.82509047044633,281666.6666666667,1.3333333333333333
21321921,815000.0,85718,-110.915034,32.302594,1.5,5809,1992,4,4,3840.0,3.0,2,19.0,1,0,0,1,212.23958333333334,203750.0,1.0
21632108,815000.0,85748,-110.711113,32.236956,14.52,8985,2006,4,3,4336.0,3.0,3,0.0,0,1,0,1,187.96125461254613,203750.0,0.75
21712533,840000.0,85749,-110.750396,32.297576,3.41,8655,2007,5,5,4786.0,4.0,1,0.0,0,1,0,1,175.51190973673212,168000.0,1.0
21705163,850000.0,85718,-110.938138,32.295763,1.11,11036,2006,4,4,4592.0,3.0,4,0.0,1,0,0,1,185.10452961672473,212500.0,1.0
21710180,825000.0,85716,-110.925117,32.224493,0.5,8634,1962,4,3,3592.0,2.0,1,0.0,1,0,0,1,229.67706013363028,206250.0,0.75
21721067,819000.0,85718,-110.921737,32.30908,1.07,9283,1994,4,3,4532.0,3.0,5,198.0,1,0,0,1,180.71491615180935,204750.0,0.75
21708945,785000.0,85718,-110.927904,32.290647,1.58,7231,1969,4,4,3670.0,2.0,1,0.0,0,1,0,1,213.89645776566758,196250.0,1.0
21729142,840000.0,85718,-110.939793,32.317543,0.97,6335,1976,4,4,3653.0,3.0,1,185.0,0,1,0,1,229.9479879551054,210000.0,1.0
21808597,850000.0,85718,-110.920291,32.335583,1.04,7894,1993,4,4,4018.0,3.0,2,132.0,0,1,0,1,211.54803384768542,212500.0,1.0
21800090,840000.0,85748,-110.745788,32.228439,3.72,6867,1998,5,4,3541.0,3.0,3,71.0,0,1,0,1,237.22112397627788,168000.0,0.8
21711990,786000.0,85718,-110.915687,32.304119,1.33,8448,1997,4,3,3664.0,3.0,2,84.0,1,0,0,1,214.51965065502182,196500.0,0.75
21811677,869000.0,85715,-110.865588,32.26301,0.77,7731,1971,4,4,4737.0,2.0,3,48.0,1,0,0,1,183.4494405742031,217250.0,1.0
21800322,850000.0,85742,-111.019623,32.422279,0.84,2476,2018,4,4,3355.0,3.0,0,75.0,1,0,0,1,253.3532041728763,212500.0,1.0
21806892,795000.0,85704,-110.977231,32.327308,2.14,5382,1948,4,3,3222.0,0.0,2,0.0,0,1,0,1,246.7411545623836,198750.0,0.75
21900137,787500.0,85750,-110.864117,32.279941,2.07,7546,1989,5,4,5647.0,3.0,2,0.0,0,1,1,0,139.45457765185054,157500.0,0.8
21907940,810000.0,85718,-110.878945,32.296532,1.54,7380,1978,3,3,4024.0,6.0,3,6.0,1,0,1,0,201.29224652087476,270000.0,1.0
21532803,820000.0,85745,-111.102683,32.294905,3.31,8809,2010,4,4,4260.0,3.0,3,0.0,1,0,0,1,192.4882629107981,205000.0,1.0
21304059,775000.0,85716,-110.921113,32.227199,0.5,7816,1950,5,4,3866.0,2.0,2,0.0,1,0,0,1,200.46559751681323,155000.0,0.8
21329524,816500.0,85755,-110.978829,32.434548,0.51,6910,2003,5,5,4026.0,3.0,1,25.0,1,0,0,1,202.80675608544462,163300.0,1.0
21722733,829000.0,85718,-110.877798,32.335447,3.29,7606,1984,3,4,2964.0,2.0,2,0.0,1,0,0,1,279.6896086369771,276333.3333333333,1.3333333333333333
21712762,802300.0,85750,-110.870445,32.315266,1.9,9554,1993,4,3,4258.0,3.0,3,43.0,0,1,0,1,188.42179426961013,200575.0,0.75
21819991,843000.0,85718,-110.882751,32.323448,1.17,6327,1973,4,4,3633.0,2.0,2,258.0,1,0,0,1,232.0396366639141,210750.0,1.0
21907825,850000.0,85749,-110.704338,32.246575,5.15,7199,1991,4,4,3815.0,2.0,2,20.0,0,1,1,0,222.80471821756225,212500.0,1.0
21401955,839000.0,85742,-111.026733,32.416818,3.32,7472,2008,4,3,3128.0,3.0,2,130.0,0,1,0,1,268.2225063938619,209750.0,0.75
21504500,825000.0,85739,-110.858667,32.544862,0.37,4719,2005,3,4,3649.0,3.0,1,156.0,0,1,0,1,226.08933954508083,275000.0,1.3333333333333333
21510974,755000.0,85749,-110.72887,32.271945,4.29,2668,2014,5,4,4183.0,4.0,2,0.0,1,0,0,1,180.49246951948362,151000.0,0.8
21533470,825000.0,85718,-110.910072,32.293293,1.8,10262,1996,4,4,3609.0,3.0,2,193.0,0,1,0,1,228.595178719867,206250.0,1.0
21605416,825000.0,85749,-110.761937,32.29936,3.3,7116,2003,4,4,4340.0,3.0,2,126.0,0,1,0,1,190.0921658986175,206250.0,1.0
21532424,785000.0,85749,-110.767644,32.306015,3.44,11900,2006,4,4,5205.0,3.0,2,54.0,1,0,0,1,150.81652257444765,196250.0,1.0
21620686,800000.0,85718,-110.938633,32.293079,3.44,7820,1948,4,3,4059.0,0.0,3,50.0,0,1,0,1,197.0928800197093,200000.0,0.75
21605252,825000.0,85718,-110.917743,32.288617,1.48,8010,2002,3,3,3099.0,3.0,2,193.0,0,1,0,1,266.21490803484994,275000.0,1.0
21624872,835000.0,85750,-110.824995,32.288307,1.62,9505,2000,4,4,3824.0,3.0,2,125.0,0,1,0,1,218.35774058577405,208750.0,1.0
21510150,775000.0,85718,-110.924586,32.296048,1.1,8535,1995,4,4,4154.0,3.0,4,146.0,0,1,0,1,186.56716417910448,193750.0,1.0
21632804,805000.0,85755,-110.96867,32.459559,1.21,8745,2006,3,4,3561.0,3.0,3,124.0,0,1,0,1,226.0600954787981,268333.3333333333,1.3333333333333333
21112738,795000.0,85750,-110.869301,32.327174,1.0,5865,1993,4,4,3470.0,3.0,4,39.0,0,1,0,1,229.10662824207492,198750.0,1.0
21126664,803000.0,85718,-110.937707,32.346373,0.85,6548,1991,5,4,3665.0,2.0,2,111.0,1,0,0,1,219.09959072305594,160600.0,0.8
21226074,815000.0,85718,-110.942529,32.296529,1.9,3796,1936,4,4,2970.0,2.0,3,0.0,0,1,0,1,274.4107744107744,203750.0,1.0
21227809,808750.0,85755,-110.967221,32.459622,1.4,7649,1998,3,3,3426.0,3.0,3,98.0,1,0,0,1,236.06246351430238,269583.3333333333,1.0
21303155,750000.0,85750,-110.844197,32.326666,0.56,7000,2000,3,3,3330.0,2.0,1,122.0,1,0,0,1,225.22522522522522,250000.0,1.0
21317194,851000.0,85718,-110.899014,32.317203,0.51,6919,2002,5,4,4446.0,4.0,1,80.0,1,0,0,1,191.40800719748088,170200.0,0.8
21725179,835000.0,85750,-110.861685,32.289028,1.05,6069,1987,4,3,3550.0,2.0,0,33.0,0,1,0,1,235.2112676056338,208750.0,0.75
21704232,827000.0,85750,-110.844413,32.303983,0.96,9750,2000,5,4,4079.0,3.0,2,40.0,0,1,0,1,202.74577102230938,165400.0,0.8
21803306,771500.0,85750,-110.854112,32.325539,1.1,10137,1992,3,4,3989.0,2.0,2,166.66,1,0,0,1,193.40686888944597,257166.66666666666,1.3333333333333333
21728155,800000.0,85747,-110.726422,32.106516,3.8,8161,2005,4,4,4902.0,3.0,4,0.0,1,0,0,1,163.19869441044472,200000.0,1.0
21828915,822500.0,85718,-110.938324,32.338445,0.93,8869,1999,4,3,3474.0,3.0,1,157.0,1,0,0,1,236.75877950489348,205625.0,0.75
21705930,815000.0,85755,-111.00943,32.467867,1.02,2698,2018,3,3,2644.0,3.0,1,213.0,1,0,1,0,308.2450832072617,271666.6666666667,1.0
21832814,820000.0,85742,-111.064241,32.396889,3.31,7265,2015,4,3,3521.0,4.0,1,0.0,1,0,0,1,232.88838398182335,205000.0,0.75
21809053,801000.0,85749,-110.725558,32.282656,1.09,7657,1994,5,4,4451.0,3.0,4,8.33,0,1,1,0,179.95955964951696,160200.0,0.8
3059704,750000.0,85622,-111.001762,31.841975,2.72,7169,1995,6,7,3514.0,3.0,3,0.0,0,1,0,1,213.43198634035286,125000.0,1.1666666666666667
21904043,835000.0,85739,-110.863745,32.552031,0.28,5079,2006,3,4,3434.0,3.0,1,180.0,1,0,0,1,243.15666860803728,278333.3333333333,1.3333333333333333
21900957,825000.0,85658,-111.052329,32.479253,2.42,16439,2003,5,4,4618.0,3.0,2,148.0,0,1,1,0,178.64876569943698,165000.0,0.8
21906937,815000.0,85755,-110.975998,32.433075,1.54,11126,2009,5,4,4289.0,3.0,1,76.0,0,1,0,1,190.0209839123339,163000.0,0.8
21912038,750000.0,85755,-110.9858,32.465139,0.31,9028,2016,2,3,2758.0,2.0,1,0.0,0,1,1,0,271.9361856417694,375000.0,1.5
21900076,800000.0,85750,-110.838005,32.320776,0.74,9706,1989,4,3,3738.0,3.0,1,142.0,1,0,0,1,214.01819154628143,200000.0,0.75
21920055,811250.0,85715,-110.859265,32.258721,0.57,7251,1963,4,4,3742.0,2.0,2,119.66,0,1,1,0,216.79583110636023,202812.5,1.0
21402074,822500.0,85750,-110.866223,32.321467,0.52,7152,1994,5,4,4340.0,3.0,3,50.0,0,1,0,1,189.51612903225808,164500.0,0.8
21425623,775000.0,85750,-110.863742,32.332763,1.09,8375,1986,4,4,4393.0,3.0,2,202.0,1,0,0,1,176.41702708854996,193750.0,1.0
21600376,800000.0,85716,-110.922711,32.225597,0.67,5634,1929,4,5,5412.0,2.0,4,0.0,0,1,0,1,147.81966001478196,200000.0,1.25
21207408,800000.0,85718,-110.910621,32.294134,1.65,8296,1993,5,4,4446.0,3.0,3,193.0,0,1,0,1,179.9370220422852,160000.0,0.8
21628887,820000.0,85745,-111.065113,32.25752,2.2,7545,1999,4,5,4087.0,3.0,2,0.0,0,1,0,1,200.63616344506974,205000.0,1.25
21732335,785000.0,85743,-111.088331,32.311675,3.3,9627,2004,4,4,3850.0,3.0,1,74.0,0,1,1,0,203.8961038961039,196250.0,1.0
21814146,820000.0,85755,-110.967221,32.459605,1.33,9880,1998,3,3,3104.0,3.0,3,107.0,1,0,1,0,264.17525773195877,273333.3333333333,1.0
21832899,810000.0,85750,-110.830877,32.316971,1.11,7895,1990,4,3,3153.0,3.0,4,67.0,1,0,0,1,256.8981921979068,202500.0,0.75
21832431,825000.0,85749,-110.713888,32.268533,3.49,7567,1996,4,4,3906.0,5.0,2,0.0,0,1,1,0,211.21351766513058,206250.0,1.0
21830216,790000.0,85718,-110.918667,32.305535,1.87,1045,2017,4,4,3200.0,3.0,2,84.0,1,0,1,0,246.875,197500.0,1.0
21725741,830000.0,85658,-111.092913,32.458419,0.58,9877,2006,3,4,3811.0,3.0,1,88.0,0,1,1,0,217.7906061401207,276666.6666666667,1.3333333333333333
21824073,815000.0,85730,-110.764171,32.172707,3.3,2738,2018,4,4,4175.0,3.0,1,0.0,0,1,0,1,195.20958083832335,203750.0,1.0
21320407,805000.0,85749,-110.703436,32.248174,4.5,8405,1999,5,4,3600.0,8.0,3,25.0,0,1,0,1,223.61111111111111,161000.0,0.8
21323306,810000.0,85718,-110.898909,32.321575,0.42,6662,2001,5,4,4446.0,3.0,2,80.0,1,0,0,1,182.18623481781376,162000.0,0.8
21708554,793008.0,85718,-110.917737,32.311985,1.04,7281,1993,4,3,3692.0,3.0,4,195.0,1,0,0,1,214.79089924160346,198252.0,0.75
21401597,834500.0,85755,-110.998048,32.44599,8.11,6551,1985,3,4,2969.0,8.0,2,42.0,1,0,0,1,281.07106769956215,278166.6666666667,1.3333333333333333
21907145,825000.0,85747,-110.742856,32.163255,3.43,1322,2017,4,4,4560.0,4.0,4,115.0,0,1,0,1,180.92105263157896,206250.0,1.0
21611054,830000.0,85718,-110.88587,32.302642,1.56,6215,1998,3,3,3243.0,3.0,2,12.0,1,0,0,1,255.93586185630588,276666.6666666667,1.0
21525910,789000.0,85718,-110.885561,32.331293,0.9,5325,1963,5,5,4279.0,3.0,1,258.0,1,0,0,1,184.38887590558542,157800.0,1.0
21627980,815000.0,85755,-110.9802,32.459632,0.44,9867,2008,3,4,3014.0,2.0,1,167.0,1,0,0,1,270.4047777040478,271666.6666666667,1.3333333333333333
21040927,765000.0,85718,-110.928527,32.299422,2.7,6031,1955,5,8,4274.0,0.0,2,0.0,0,1,0,1,178.98923724847918,153000.0,1.6
21302401,825000.0,85750,-110.822293,32.283541,0.6,8579,2006,4,4,3674.0,3.0,1,110.0,0,1,0,1,224.55089820359282,206250.0,1.0
21320525,800000.0,85718,-110.887925,32.330931,1.14,8518,1993,3,4,4168.0,3.0,3,149.0,1,0,0,1,191.93857965451056,266666.6666666667,1.3333333333333333
21331116,789000.0,85755,-110.982209,32.427377,0.96,7988,2007,4,4,4620.0,3.0,1,66.0,0,1,0,1,170.7792207792208,197250.0,1.0
21725424,800000.0,85755,-110.949062,32.451503,0.82,9036,1998,4,3,3580.0,2.0,1,70.0,1,0,0,1,223.46368715083798,200000.0,0.75
21921288,792500.0,85718,-110.931493,32.341442,1.05,8151,1998,4,4,3778.0,3.0,2,100.0,1,0,0,1,209.76707252514558,198125.0,1.0
21706522,823000.0,85750,-110.835458,32.313563,0.88,8234,2013,4,5,3431.0,3.0,2,66.0,0,1,0,1,239.87175750510056,205750.0,1.25
21809076,805000.0,85750,-110.824352,32.285271,0.81,8560,2003,5,4,3582.0,3.0,2,125.0,0,1,1,0,224.73478503629258,161000.0,0.8
21614519,786620.0,85619,-110.754519,32.443022,0.37,9407,2005,4,3,2517.0,0.0,1,25.0,0,1,0,1,312.52284465633693,196655.0,0.75
21811736,790000.0,85755,-110.978029,32.462145,0.67,1986,2018,3,4,2751.0,2.0,0,194.0,1,0,0,1,287.168302435478,263333.3333333333,1.3333333333333333
21515987,812000.0,85745,-111.074364,32.256525,3.73,7347,2004,4,3,3501.0,6.0,3,0.0,0,1,0,1,231.93373321908027,203000.0,0.75
21208319,799800.0,85716,-110.930668,32.231175,0.42,3374,1930,4,4,3737.0,3.0,2,0.0,0,1,0,1,214.02194273481402,199950.0,1.0
21207060,802500.0,85755,-110.991883,32.463918,1.53,11193,2002,3,4,3478.0,3.0,3,130.0,0,1,0,1,230.7360552041403,267500.0,1.3333333333333333
21207777,748000.0,85739,-110.897203,32.529879,0.21,4947,2002,4,4,3481.0,3.0,0,140.0,0,1,0,1,214.88078138465957,187000.0,1.0
21700001,775000.0,85755,-110.967793,32.45928,1.71,9089,1995,3,4,3673.0,3.0,5,124.0,1,0,0,1,210.99918322896815,258333.33333333334,1.3333333333333333
21724148,800000.0,85750,-110.867501,32.318443,1.08,9449,1990,4,4,4085.0,3.0,2,43.0,0,1,0,1,195.83843329253367,200000.0,1.0
21804939,813000.0,85745,-111.099973,32.246827,5.19,14632,2001,3,4,3609.0,3.0,3,49.0,0,1,1,0,225.2701579384871,271000.0,1.3333333333333333
21819297,809000.0,85718,-110.895057,32.289582,1.02,2814,2018,4,4,3689.0,4.0,2,25.0,1,0,0,1,219.30062347519652,202250.0,1.0
21829863,800000.0,85745,-111.112463,32.268572,3.69,9610,2006,4,4,3810.0,3.0,2,0.0,0,1,1,0,209.9737532808399,200000.0,1.0
21902112,799500.0,85750,-110.819254,32.277765,0.68,6247,1986,5,5,4400.0,4.0,1,59.0,0,1,1,0,181.70454545454547,159900.0,1.0
21729258,809170.0,85755,-110.97769,32.459515,0.69,12000,2018,3,4,3360.0,3.0,1,194.0,0,1,0,1,240.82440476190476,269723.3333333333,1.3333333333333333
21826766,832375.0,85755,-110.985688,32.463623,0.37,966,2018,3,4,2307.0,2.0,1,213.0,0,1,0,1,360.8040745557,277458.3333333333,1.3333333333333333
21505063,790000.0,85719,-110.940104,32.230184,0.3,4249,1934,4,5,3277.0,1.0,1,0.0,0,1,0,1,241.07415318889227,197500.0,1.25
21502777,825000.0,85750,-110.835536,32.314805,0.92,1954,2013,4,5,4334.0,3.0,1,66.0,0,1,0,1,190.35532994923858,206250.0,1.25
21918237,820000.0,85755,-110.980046,32.425084,0.97,8676,1999,4,4,3488.0,3.0,1,89.0,1,0,0,1,235.09174311926606,205000.0,1.0
21400420,790000.0,85749,-110.698735,32.245306,3.87,6538,1982,5,6,5315.0,3.0,3,23.0,0,1,0,1,148.6359360301035,158000.0,1.2
21413743,800000.0,85755,-110.975498,32.435648,1.86,7693,2006,4,4,3909.0,3.0,1,100.0,1,0,0,1,204.65592223074955,200000.0,1.0
21522262,809310.0,85755,-110.976076,32.45911,0.96,0,2015,3,4,3360.0,3.0,0,167.0,0,1,0,1,240.86607142857142,269770.0,1.3333333333333333
21901827,800000.0,85719,-110.937878,32.235241,0.18,2739,2018,4,3,2679.0,3.0,0,0.0,0,1,0,1,298.6188876446435,200000.0,0.75
21333888,812500.0,85739,-110.860817,32.544615,0.3,4387,2007,3,4,3738.0,3.0,2,148.0,0,1,0,1,217.36222578919208,270833.3333333333,1.3333333333333333
21333643,825000.0,85739,-110.8602,32.548095,0.36,4833,2006,3,3,3526.0,3.0,1,140.0,1,0,0,1,233.97617697107205,275000.0,1.0
21826564,815000.0,85718,-110.937203,32.33307,1.06,5944,1986,3,4,3274.0,3.0,3,0.0,1,0,0,1,248.9309712889432,271666.6666666667,1.3333333333333333
21226223,775000.0,85749,-110.707305,32.248694,3.8,6481,1977,5,5,4915.0,3.0,1,18.0,1,0,0,1,157.68056968463887,155000.0,1.0
21709163,750000.0,85737,-110.969827,32.395684,0.83,6508,2004,3,3,2486.0,3.0,2,21.0,0,1,0,1,301.6894609814964,250000.0,1.0
21719765,800000.0,85718,-110.908635,32.33437,0.8,5074,1970,4,4,4753.0,2.0,2,6.0,0,1,0,1,168.31474857984432,200000.0,1.0
21806253,775000.0,85749,-110.728576,32.303289,3.28,3115,2016,3,4,4975.0,4.0,1,200.0,0,1,0,1,155.7788944723618,258333.33333333334,1.3333333333333333
21806114,810000.0,85719,-110.940763,32.233632,0.23,7175,1938,7,7,3605.0,2.0,4,0.0,0,1,0,1,224.6879334257975,115714.28571428571,1.0
21826748,750000.0,85755,-110.98114,32.426278,1.19,10147,2002,5,4,4627.0,3.0,4,85.0,1,0,0,1,162.09206829479143,150000.0,0.8
21702126,877170.0,85755,-110.977158,32.459429,0.6,2005,1999,3,4,3078.0,3.0,0,167.0,0,1,0,1,284.9805068226121,292390.0,1.3333333333333333
21332190,776500.0,85749,-110.738799,32.299728,3.34,5447,2003,4,5,3760.0,3.0,3,8.0,0,1,0,1,206.5159574468085,194125.0,1.25
21424876,800000.0,85750,-110.825387,32.319842,1.04,8284,1997,5,4,3729.0,3.0,2,122.0,1,0,0,1,214.5347278090641,160000.0,0.8
21430258,795000.0,85719,-110.943269,32.2424,0.34,7208,1935,3,4,3764.0,2.0,2,0.0,0,1,0,1,211.211477151966,265000.0,1.3333333333333333
21505031,775000.0,85715,-110.855533,32.257938,1.02,5374,1948,3,5,4384.0,2.0,5,48.0,0,1,0,1,176.77919708029196,258333.33333333334,1.6666666666666667
21514621,780000.0,85718,-110.907145,32.326009,0.72,7784,2000,5,4,4208.0,3.0,2,0.0,0,1,0,1,185.36121673003802,156000.0,0.8
21521402,810000.0,85715,-110.846786,32.26296,0.37,5962,1983,4,4,3758.0,3.0,4,48.0,0,1,0,1,215.5401809473124,202500.0,1.0
21511383,750000.0,85755,-110.977706,32.437291,0.51,3787,2015,4,4,3673.0,3.0,1,100.0,0,1,0,1,204.19275796351755,187500.0,1.0
21608910,815500.0,85718,-110.900843,32.321354,0.45,6251,2001,3,4,3541.0,3.0,2,80.0,1,0,0,1,230.3021745269698,271833.3333333333,1.3333333333333333
21609574,795000.0,85750,-110.827678,32.320048,0.9,10862,2004,4,5,4621.0,3.0,3,30.0,1,0,0,1,172.04068383466782,198750.0,1.25
21612131,800000.0,85718,-110.912114,32.302594,1.47,5174,1986,3,3,2771.0,2.0,4,194.0,0,1,0,1,288.704438830747,266666.6666666667,1.0
21105732,780000.0,85750,-110.873564,32.32409,0.38,5058,1993,4,4,3784.0,2.0,1,63.0,1,0,0,1,206.1310782241015,195000.0,1.0
21024484,750000.0,85621,-110.90911,31.377973,8.0,4243,1990,4,4,5514.0,2.0,1,0.0,0,1,0,1,136.01741022850925,187500.0,1.0
21222635,740000.0,85718,-110.950735,32.300747,1.36,7678,2002,5,5,4108.0,3.0,2,12.0,0,1,0,1,180.1363193768257,148000.0,1.0
21225650,815000.0,85755,-110.970342,32.459098,1.9,7732,2003,4,5,3551.0,3.0,2,107.0,1,0,0,1,229.51281329203042,203750.0,1.25
21302016,797000.0,85750,-110.823886,32.283931,1.28,6063,2003,4,4,3689.0,5.0,3,110.0,1,0,0,1,216.0477094063432,199250.0,1.0
21121847,765000.0,85750,-110.848583,32.319662,0.44,8560,2002,4,4,3867.0,3.0,2,116.0,1,0,0,1,197.8277734678045,191250.0,1.0
21307351,805000.0,85750,-110.81094,32.289702,0.73,8634,2007,4,5,3894.0,3.0,2,0.0,0,1,0,1,206.72829994863892,201250.0,1.25
21315482,815000.0,85718,-110.908872,32.333236,0.76,5069,1999,4,3,3308.0,2.0,4,0.0,0,1,0,1,246.37243047158404,203750.0,0.75
21300691,820000.0,85750,-110.844403,32.286772,1.03,8542,1993,4,3,3551.0,3.0,2,75.0,0,1,0,1,230.92086736130668,205000.0,0.75
21623680,820000.0,85742,-111.014674,32.381802,1.39,1627,2017,4,4,3400.0,3.0,1,100.0,1,0,0,1,241.1764705882353,205000.0,1.0
21720926,850000.0,85749,-110.793587,32.304482,1.33,8483,2000,3,3,3147.0,3.0,4,62.0,0,1,0,1,270.09850651414047,283333.3333333333,1.0
21726608,775000.0,85750,-110.838678,32.316746,0.47,9863,1988,3,5,3836.0,3.0,1,135.0,0,1,0,1,202.03336809176224,258333.33333333334,1.6666666666666667
21729517,800000.0,85750,-110.866553,32.326195,0.52,8654,1999,4,3,3424.0,3.0,2,55.0,1,0,1,0,233.6448598130841,200000.0,0.75
21723801,805000.0,85749,-110.767496,32.275961,1.69,7075,2002,5,3,4238.0,3.0,4,64.0,1,0,0,1,189.94808872109485,161000.0,0.6
21815625,810000.0,85750,-110.829223,32.315071,1.53,8182,1961,4,4,4237.0,2.0,1,0.0,0,1,0,1,191.17299976398394,202500.0,1.0
21818616,805000.0,85749,-110.737425,32.300936,2.39,6925,1995,6,6,4225.0,3.0,4,0.0,0,1,1,0,190.53254437869822,134166.66666666666,1.0
21901676,800000.0,85745,-111.065631,32.251736,1.14,7491,1994,5,5,4526.0,3.0,1,67.0,1,0,0,1,176.75651789659744,160000.0,1.0
21907643,837000.0,85704,-110.982195,32.317994,2.08,6486,1986,5,3,3853.0,3.5,2,0.0,0,1,0,1,217.23332468206593,167400.0,0.6
21905837,825000.0,85749,-110.736772,32.306061,3.0,9531,2004,5,5,4418.0,3.0,1,0.0,1,0,1,0,186.73607967406065,165000.0,1.0
21913270,800000.0,85750,-110.835455,32.322104,0.42,9740,1993,4,5,4200.0,3.0,1,142.0,0,1,0,1,190.47619047619048,200000.0,1.25
21825746,802500.0,85718,-110.959567,32.342536,6.11,10773,1980,5,4,5951.0,3.0,1,50.0,0,1,0,1,134.8512854982356,160500.0,0.8
4110917,750000.0,85621,-110.906907,31.375394,8.0,4243,1990,4,3,5514.0,2.0,1,0.0,0,1,0,1,136.01741022850925,187500.0,0.75
21902446,800000.0,85718,-110.928937,32.288142,1.0,2440,2019,4,4,3515.0,3.0,2,5.0,0,1,1,0,227.59601706970128,200000.0,1.0
21916211,812000.0,85750,-110.829454,32.320424,1.04,7559,1988,4,3,3580.0,3.0,1,66.67,0,1,0,1,226.81564245810057,203000.0,0.75
21908215,790000.0,85718,-110.907943,32.336627,0.22,8385,2003,4,4,3232.0,2.0,1,92.0,1,0,1,0,244.43069306930693,197500.0,1.0
21426326,790000.0,85737,-110.991185,32.40168,0.87,8999,1999,4,4,4036.0,3.0,1,45.0,1,0,0,1,195.73835480673935,197500.0,1.0
21326076,849000.0,85718,-110.898464,32.319941,0.41,6773,2001,4,4,4446.0,4.0,0,80.0,0,1,0,1,190.95816464237518,212250.0,1.0
21711176,805000.0,85742,-111.028186,32.411172,0.97,9784,2006,5,6,4628.0,4.0,3,0.0,0,1,0,1,173.94122731201384,161000.0,1.2
21901358,790000.0,85739,-110.851166,32.553876,0.28,7727,2017,3,3,3032.0,4.0,1,180.0,0,1,1,0,260.55408970976254,263333.3333333333,1.0
21728257,795000.0,85718,-110.923246,32.305897,1.44,6800,2014,3,3,2706.0,3.0,2,4.16,0,1,1,0,293.7915742793792,265000.0,1.0
21406709,775000.0,85718,-110.940064,32.313996,0.91,5179,1973,4,4,4113.0,3.0,3,50.0,1,0,0,1,188.42693897398493,193750.0,1.0
21314951,821080.0,85755,-110.976393,32.460397,1.0,2841,2013,3,3,3005.0,2.0,2,153.0,1,0,0,1,273.23793677204657,273693.3333333333,1.0
21410073,770000.0,85750,-110.844659,32.323698,0.53,6198,1995,3,3,3548.0,3.0,1,128.0,0,1,0,1,217.0236753100338,256666.66666666666,1.0
21421092,790000.0,85718,-110.92419,32.296349,1.34,6454,1998,4,4,3239.0,3.0,1,151.0,0,1,0,1,243.90243902439025,197500.0,1.0
21422226,718000.0,85712,-110.886945,32.260026,1.68,5699,1959,6,3,5040.0,0.0,1,0.0,0,1,0,1,142.46031746031747,119666.66666666667,0.5
21431945,770000.0,85750,-110.833096,32.310391,0.9,7959,1997,5,3,4482.0,3.0,3,0.0,0,1,0,1,171.79830432842482,154000.0,0.6
21118542,750000.0,85715,-110.861402,32.259228,0.6,8404,1968,5,5,4681.0,2.0,3,48.0,0,1,0,1,160.22217474898525,150000.0,1.0
21728623,750000.0,85718,-110.902882,32.319246,0.69,6997,1984,4,4,3419.0,2.0,2,135.0,0,1,0,1,219.36238666276688,187500.0,1.0
21811223,785000.0,85749,-110.701425,32.269046,5.55,10689,1992,4,3,3270.0,3.0,4,120.0,0,1,0,1,240.0611620795107,196250.0,0.75
21824482,795000.0,85718,-110.875446,32.325673,1.0,6762,1979,4,4,4617.0,2.0,2,258.0,0,1,0,1,172.18973359324235,198750.0,1.0
21904278,800000.0,85750,-110.828635,32.321001,1.29,8228,1987,3,3,3469.0,2.0,4,67.0,1,0,0,1,230.61400980109542,266666.6666666667,1.0
