sold_price,longitude,zipcode,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,fireplaces,HOA,floor_covering_standard,floor_covering_luxury,kitchen_features_standard,kitchen_features_luxury,price_per_ft,price_per_bed_room,bathrooms_per_bedroom,NAME
825000.0,-110.917743,85718,32.288617,1.48,8010,2002,3,3,3099.0,3.0,2,193.0,1,0,1,0,266.21490803484994,275000.0,1.0,Catalina Foothills
835000.0,-110.824995,85750,32.288307,1.62,9505,2000,4,4,3824.0,3.0,2,125.0,1,0,1,0,218.35774058577405,208750.0,1.0,Catalina Foothills
775000.0,-110.924586,85718,32.296048,1.1,8535,1995,4,4,4154.0,3.0,4,146.0,1,0,1,0,186.56716417910448,193750.0,1.0,Catalina Foothills
805000.0,-110.96867,85755,32.459559,1.21,8745,2006,3,4,3561.0,3.0,3,124.0,1,0,1,0,226.0600954787981,268333.3333333333,1.3333333333333333,Oro Valley
795000.0,-110.869301,85750,32.327174,1.0,5865,1993,4,4,3470.0,3.0,4,39.0,1,0,1,0,229.1066282420749,198750.0,1.0,Catalina Foothills
803000.0,-110.937707,85718,32.346373,0.85,6548,1991,5,4,3665.0,2.0,2,111.0,0,1,1,0,219.099590723056,160600.0,0.8,Catalina Foothills
815000.0,-110.942529,85718,32.296529,1.9,3796,1936,4,4,2970.0,2.0,3,0.0,1,0,1,0,274.4107744107744,203750.0,1.0,Catalina Foothills
808750.0,-110.967221,85755,32.459622,1.4,7649,1998,3,3,3426.0,3.0,3,98.0,0,1,1,0,236.0624635143024,269583.3333333333,1.0,Oro Valley
750000.0,-110.844197,85750,32.326666,0.56,7000,2000,3,3,3330.0,2.0,1,122.0,0,1,1,0,225.2252252252252,250000.0,1.0,Catalina Foothills
851000.0,-110.899014,85718,32.317203,0.51,6919,2002,5,4,4446.0,4.0,1,80.0,0,1,1,0,191.40800719748088,170200.0,0.8,Catalina Foothills
835000.0,-110.861685,85750,32.289028,1.05,6069,1987,4,3,3550.0,2.0,0,33.0,1,0,1,0,235.2112676056338,208750.0,0.75,Catalina Foothills
827000.0,-110.844413,85750,32.303983,0.96,9750,2000,5,4,4079.0,3.0,2,40.0,1,0,1,0,202.74577102230936,165400.0,0.8,Catalina Foothills
771500.0,-110.854112,85750,32.325539,1.1,10137,1992,3,4,3989.0,2.0,2,166.66,0,1,1,0,193.406868889446,257166.66666666663,1.3333333333333333,Catalina Foothills
800000.0,-110.726422,85747,32.106516,3.8,8161,2005,4,4,4902.0,3.0,4,0.0,0,1,1,0,163.19869441044472,200000.0,1.0,Rincon Valley
822500.0,-110.938324,85718,32.338445,0.93,8869,1999,4,3,3474.0,3.0,1,157.0,0,1,1,0,236.75877950489348,205625.0,0.75,Catalina Foothills
815000.0,-111.00943,85755,32.467867,1.02,2698,2018,3,3,2644.0,3.0,1,213.0,0,1,0,1,308.2450832072617,271666.6666666667,1.0,Oro Valley
820000.0,-111.064241,85742,32.396889,3.31,7265,2015,4,3,3521.0,4.0,1,0.0,0,1,1,0,232.88838398182327,205000.0,0.75,Marana
801000.0,-110.725558,85749,32.282656,1.09,7657,1994,5,4,4451.0,3.0,4,8.33,1,0,0,1,179.95955964951696,160200.0,0.8,Tanque Verde
750000.0,-111.001762,85622,31.841975,2.72,7169,1995,6,7,3514.0,3.0,3,0.0,1,0,1,0,213.4319863403529,125000.0,1.1666666666666667,Green Valley
835000.0,-110.863745,85739,32.552031,0.28,5079,2006,3,4,3434.0,3.0,1,180.0,0,1,1,0,243.15666860803728,278333.3333333333,1.3333333333333333,Saddlebrooke
825000.0,-111.052329,85658,32.479253,2.42,16439,2003,5,4,4618.0,3.0,2,148.0,1,0,0,1,178.64876569943698,165000.0,0.8,Marana
815000.0,-110.975998,85755,32.433075,1.54,11126,2009,5,4,4289.0,3.0,1,76.0,1,0,1,0,190.0209839123339,163000.0,0.8,Oro Valley
750000.0,-110.9858,85755,32.465139,0.31,9028,2016,2,3,2758.0,2.0,1,0.0,1,0,0,1,271.9361856417694,375000.0,1.5,Oro Valley
800000.0,-110.838005,85750,32.320776,0.74,9706,1989,4,3,3738.0,3.0,1,142.0,0,1,1,0,214.01819154628143,200000.0,0.75,Catalina Foothills
811250.0,-110.859265,85715,32.258721,0.57,7251,1963,4,4,3742.0,2.0,2,119.66,1,0,0,1,216.79583110636025,202812.5,1.0,Catalina Foothills
822500.0,-110.866223,85750,32.321467,0.52,7152,1994,5,4,4340.0,3.0,3,50.0,1,0,1,0,189.51612903225808,164500.0,0.8,Catalina Foothills
775000.0,-110.863742,85750,32.332763,1.09,8375,1986,4,4,4393.0,3.0,2,202.0,0,1,1,0,176.41702708854996,193750.0,1.0,Catalina Foothills
800000.0,-110.922711,85716,32.225597,0.67,5634,1929,4,5,5412.0,2.0,4,0.0,1,0,1,0,147.81966001478196,200000.0,1.25,Tucson
800000.0,-110.910621,85718,32.294134,1.65,8296,1993,5,4,4446.0,3.0,3,193.0,1,0,1,0,179.9370220422852,160000.0,0.8,Catalina Foothills
820000.0,-111.065113,85745,32.25752,2.2,7545,1999,4,5,4087.0,3.0,2,0.0,1,0,1,0,200.6361634450697,205000.0,1.25,Tucson Mountains
785000.0,-111.088331,85743,32.311675,3.3,9627,2004,4,4,3850.0,3.0,1,74.0,1,0,0,1,203.8961038961039,196250.0,1.0,Tucson Mountains
820000.0,-110.967221,85755,32.459605,1.33,9880,1998,3,3,3104.0,3.0,3,107.0,0,1,0,1,264.1752577319588,273333.3333333333,1.0,Oro Valley
810000.0,-110.830877,85750,32.316971,1.11,7895,1990,4,3,3153.0,3.0,4,67.0,0,1,1,0,256.8981921979068,202500.0,0.75,Catalina Foothills
825000.0,-110.713888,85749,32.268533,3.49,7567,1996,4,4,3906.0,5.0,2,0.0,1,0,0,1,211.21351766513052,206250.0,1.0,Tanque Verde
790000.0,-110.918667,85718,32.305535,1.87,1045,2017,4,4,3200.0,3.0,2,84.0,0,1,0,1,246.875,197500.0,1.0,Catalina Foothills
830000.0,-111.092913,85658,32.458419,0.58,9877,2006,3,4,3811.0,3.0,1,88.0,1,0,0,1,217.7906061401207,276666.6666666667,1.3333333333333333,Marana
815000.0,-110.764171,85730,32.172707,3.3,2738,2018,4,4,4175.0,3.0,1,0.0,1,0,1,0,195.2095808383233,203750.0,1.0,Tucson
805000.0,-110.703436,85749,32.248174,4.5,8405,1999,5,4,3600.0,8.0,3,25.0,1,0,1,0,223.61111111111111,161000.0,0.8,Tanque Verde
810000.0,-110.898909,85718,32.321575,0.42,6662,2001,5,4,4446.0,3.0,2,80.0,0,1,1,0,182.18623481781376,162000.0,0.8,Catalina Foothills
793008.0,-110.917737,85718,32.311985,1.04,7281,1993,4,3,3692.0,3.0,4,195.0,0,1,1,0,214.79089924160343,198252.0,0.75,Catalina Foothills
834500.0,-110.998048,85755,32.44599,8.11,6551,1985,3,4,2969.0,8.0,2,42.0,0,1,1,0,281.0710676995621,278166.6666666667,1.3333333333333333,Oro Valley
825000.0,-110.78,85747,31.95,3.43,1322,2017,4,4,4560.0,4.0,4,115.0,1,0,1,0,180.92105263157896,206250.0,1.0,Corona de Tucson
830000.0,-110.88587,85718,32.302642,1.56,6215,1998,3,3,3243.0,3.0,2,12.0,0,1,1,0,255.93586185630588,276666.6666666667,1.0,Catalina Foothills
789000.0,-110.885561,85718,32.331293,0.9,5325,1963,5,5,4279.0,3.0,1,258.0,0,1,1,0,184.38887590558545,157800.0,1.0,Catalina Foothills
815000.0,-110.9802,85755,32.459632,0.44,9867,2008,3,4,3014.0,2.0,1,167.0,0,1,1,0,270.4047777040478,271666.6666666667,1.3333333333333333,Oro Valley
765000.0,-110.928527,85718,32.299422,2.7,6031,1955,5,8,4274.0,0.0,2,0.0,1,0,1,0,178.98923724847918,153000.0,1.6,Catalina Foothills
825000.0,-110.822293,85750,32.283541,0.6,8579,2006,4,4,3674.0,3.0,1,110.0,1,0,1,0,224.5508982035928,206250.0,1.0,Catalina Foothills
800000.0,-110.887925,85718,32.330931,1.14,8518,1993,3,4,4168.0,3.0,3,149.0,0,1,1,0,191.93857965451056,266666.6666666667,1.3333333333333333,Catalina Foothills
789000.0,-110.982209,85755,32.427377,0.96,7988,2007,4,4,4620.0,3.0,1,66.0,1,0,1,0,170.7792207792208,197250.0,1.0,Oro Valley
800000.0,-110.949062,85755,32.451503,0.82,9036,1998,4,3,3580.0,2.0,1,70.0,0,1,1,0,223.463687150838,200000.0,0.75,Oro Valley
792500.0,-110.931493,85718,32.341442,1.05,8151,1998,4,4,3778.0,3.0,2,100.0,0,1,1,0,209.7670725251456,198125.0,1.0,Catalina Foothills
823000.0,-110.835458,85750,32.313563,0.88,8234,2013,4,5,3431.0,3.0,2,66.0,1,0,1,0,239.87175750510056,205750.0,1.25,Catalina Foothills
805000.0,-110.824352,85750,32.285271,0.81,8560,2003,5,4,3582.0,3.0,2,125.0,1,0,0,1,224.73478503629252,161000.0,0.8,Catalina Foothills
786620.0,-110.754519,85619,32.443022,0.37,9407,2005,4,3,2517.0,0.0,1,25.0,1,0,1,0,312.52284465633693,196655.0,0.75,Summerhaven
790000.0,-110.978029,85755,32.462145,0.67,1986,2018,3,4,2751.0,2.0,0,194.0,0,1,1,0,287.168302435478,263333.3333333333,1.3333333333333333,Oro Valley
812000.0,-111.074364,85745,32.256525,3.73,7347,2004,4,3,3501.0,6.0,3,0.0,1,0,1,0,231.93373321908027,203000.0,0.75,Tucson Mountains
799800.0,-110.930668,85716,32.231175,0.42,3374,1930,4,4,3737.0,3.0,2,0.0,1,0,1,0,214.021942734814,199950.0,1.0,Tucson
802500.0,-110.991883,85755,32.463918,1.53,11193,2002,3,4,3478.0,3.0,3,130.0,1,0,1,0,230.7360552041403,267500.0,1.3333333333333333,Oro Valley
748000.0,-110.897203,85739,32.529879,0.21,4947,2002,4,4,3481.0,3.0,0,140.0,1,0,1,0,214.8807813846596,187000.0,1.0,Saddlebrooke
775000.0,-110.967793,85755,32.45928,1.71,9089,1995,3,4,3673.0,3.0,5,124.0,0,1,1,0,210.9991832289681,258333.3333333333,1.3333333333333333,Oro Valley
800000.0,-110.867501,85750,32.318443,1.08,9449,1990,4,4,4085.0,3.0,2,43.0,1,0,1,0,195.8384332925337,200000.0,1.0,Catalina Foothills
813000.0,-110.78,85745,31.95,5.19,14632,2001,3,4,3609.0,3.0,3,49.0,1,0,0,1,225.2701579384871,271000.0,1.3333333333333333,Corona de Tucson
809000.0,-110.895057,85718,32.289582,1.02,2814,2018,4,4,3689.0,4.0,2,25.0,0,1,1,0,219.3006234751965,202250.0,1.0,Catalina Foothills
800000.0,-111.112463,85745,32.268572,3.69,9610,2006,4,4,3810.0,3.0,2,0.0,1,0,0,1,209.9737532808399,200000.0,1.0,Tucson Mountains
799500.0,-110.819254,85750,32.277765,0.68,6247,1986,5,5,4400.0,4.0,1,59.0,1,0,0,1,181.70454545454547,159900.0,1.0,Catalina Foothills
809170.0,-110.97769,85755,32.459515,0.69,12000,2018,3,4,3360.0,3.0,1,194.0,1,0,1,0,240.8244047619048,269723.3333333333,1.3333333333333333,Oro Valley
832375.0,-110.985688,85755,32.463623,0.37,966,2018,3,4,2307.0,2.0,1,213.0,1,0,1,0,360.8040745557,277458.3333333333,1.3333333333333333,Oro Valley
790000.0,-110.940104,85719,32.230184,0.3,4249,1934,4,5,3277.0,1.0,1,0.0,1,0,1,0,241.07415318889227,197500.0,1.25,Tucson
825000.0,-110.835536,85750,32.314805,0.92,1954,2013,4,5,4334.0,3.0,1,66.0,1,0,1,0,190.35532994923852,206250.0,1.25,Catalina Foothills
820000.0,-110.980046,85755,32.425084,0.97,8676,1999,4,4,3488.0,3.0,1,89.0,0,1,1,0,235.09174311926608,205000.0,1.0,Oro Valley
790000.0,-110.698735,85749,32.245306,3.87,6538,1982,5,6,5315.0,3.0,3,23.0,1,0,1,0,148.6359360301035,158000.0,1.2,Tanque Verde
800000.0,-110.975498,85755,32.435648,1.86,7693,2006,4,4,3909.0,3.0,1,100.0,0,1,1,0,204.65592223074955,200000.0,1.0,Oro Valley
809310.0,-110.976076,85755,32.45911,0.96,0,2015,3,4,3360.0,3.0,0,167.0,1,0,1,0,240.86607142857144,269770.0,1.3333333333333333,Oro Valley
800000.0,-110.937878,85719,32.235241,0.18,2739,2018,4,3,2679.0,3.0,0,0.0,1,0,1,0,298.6188876446435,200000.0,0.75,Tucson
812500.0,-110.860817,85739,32.544615,0.3,4387,2007,3,4,3738.0,3.0,2,148.0,1,0,1,0,217.36222578919208,270833.3333333333,1.3333333333333333,Saddlebrooke
825000.0,-110.8602,85739,32.548095,0.36,4833,2006,3,3,3526.0,3.0,1,140.0,0,1,1,0,233.97617697107205,275000.0,1.0,Saddlebrooke
815000.0,-110.937203,85718,32.33307,1.06,5944,1986,3,4,3274.0,3.0,3,0.0,0,1,1,0,248.9309712889432,271666.6666666667,1.3333333333333333,Catalina Foothills
775000.0,-110.707305,85749,32.248694,3.8,6481,1977,5,5,4915.0,3.0,1,18.0,0,1,1,0,157.68056968463887,155000.0,1.0,Tanque Verde
750000.0,-110.969827,85737,32.395684,0.83,6508,2004,3,3,2486.0,3.0,2,21.0,1,0,1,0,301.6894609814964,250000.0,1.0,Oro Valley
800000.0,-110.908635,85718,32.33437,0.8,5074,1970,4,4,4753.0,2.0,2,6.0,1,0,1,0,168.31474857984432,200000.0,1.0,Catalina Foothills
775000.0,-110.728576,85749,32.303289,3.28,3115,2016,3,4,4975.0,4.0,1,200.0,1,0,1,0,155.7788944723618,258333.3333333333,1.3333333333333333,Tanque Verde
810000.0,-110.940763,85719,32.233632,0.23,7175,1938,7,7,3605.0,2.0,4,0.0,1,0,1,0,224.6879334257975,115714.28571428572,1.0,Tucson
750000.0,-110.98114,85755,32.426278,1.19,10147,2002,5,4,4627.0,3.0,4,85.0,0,1,1,0,162.09206829479143,150000.0,0.8,Oro Valley
877170.0,-110.977158,85755,32.459429,0.6,2005,1999,3,4,3078.0,3.0,0,167.0,1,0,1,0,284.9805068226121,292390.0,1.3333333333333333,Oro Valley
776500.0,-110.738799,85749,32.299728,3.34,5447,2003,4,5,3760.0,3.0,3,8.0,1,0,1,0,206.5159574468085,194125.0,1.25,Tanque Verde
800000.0,-110.825387,85750,32.319842,1.04,8284,1997,5,4,3729.0,3.0,2,122.0,0,1,1,0,214.5347278090641,160000.0,0.8,Catalina Foothills
795000.0,-110.943269,85719,32.2424,0.34,7208,1935,3,4,3764.0,2.0,2,0.0,1,0,1,0,211.211477151966,265000.0,1.3333333333333333,Tucson
775000.0,-110.855533,85715,32.257938,1.02,5374,1948,3,5,4384.0,2.0,5,48.0,1,0,1,0,176.77919708029196,258333.3333333333,1.6666666666666667,Catalina Foothills
780000.0,-110.907145,85718,32.326009,0.72,7784,2000,5,4,4208.0,3.0,2,0.0,1,0,1,0,185.361216730038,156000.0,0.8,Catalina Foothills
810000.0,-110.846786,85715,32.26296,0.37,5962,1983,4,4,3758.0,3.0,4,48.0,1,0,1,0,215.5401809473124,202500.0,1.0,Catalina Foothills
750000.0,-110.977706,85755,32.437291,0.51,3787,2015,4,4,3673.0,3.0,1,100.0,1,0,1,0,204.19275796351755,187500.0,1.0,Oro Valley
815500.0,-110.900843,85718,32.321354,0.45,6251,2001,3,4,3541.0,3.0,2,80.0,0,1,1,0,230.3021745269698,271833.3333333333,1.3333333333333333,Catalina Foothills
795000.0,-110.827678,85750,32.320048,0.9,10862,2004,4,5,4621.0,3.0,3,30.0,0,1,1,0,172.04068383466782,198750.0,1.25,Catalina Foothills
800000.0,-110.912114,85718,32.302594,1.47,5174,1986,3,3,2771.0,2.0,4,194.0,1,0,1,0,288.704438830747,266666.6666666667,1.0,Catalina Foothills
780000.0,-110.873564,85750,32.32409,0.38,5058,1993,4,4,3784.0,2.0,1,63.0,0,1,1,0,206.1310782241015,195000.0,1.0,Catalina Foothills
750000.0,-110.90911,85621,31.377973,8.0,4243,1990,4,4,5514.0,2.0,1,0.0,1,0,1,0,136.01741022850925,187500.0,1.0,Nogales
740000.0,-110.950735,85718,32.300747,1.36,7678,2002,5,5,4108.0,3.0,2,12.0,1,0,1,0,180.1363193768257,148000.0,1.0,Catalina Foothills
815000.0,-110.970342,85755,32.459098,1.9,7732,2003,4,5,3551.0,3.0,2,107.0,0,1,1,0,229.5128132920304,203750.0,1.25,Oro Valley
797000.0,-110.823886,85750,32.283931,1.28,6063,2003,4,4,3689.0,5.0,3,110.0,0,1,1,0,216.0477094063432,199250.0,1.0,Catalina Foothills
765000.0,-110.848583,85750,32.319662,0.44,8560,2002,4,4,3867.0,3.0,2,116.0,0,1,1,0,197.8277734678045,191250.0,1.0,Catalina Foothills
805000.0,-110.81094,85750,32.289702,0.73,8634,2007,4,5,3894.0,3.0,2,0.0,1,0,1,0,206.7282999486389,201250.0,1.25,Catalina Foothills
815000.0,-110.908872,85718,32.333236,0.76,5069,1999,4,3,3308.0,2.0,4,0.0,1,0,1,0,246.37243047158404,203750.0,0.75,Catalina Foothills
820000.0,-110.844403,85750,32.286772,1.03,8542,1993,4,3,3551.0,3.0,2,75.0,1,0,1,0,230.92086736130668,205000.0,0.75,Catalina Foothills
820000.0,-111.014674,85742,32.381802,1.39,1627,2017,4,4,3400.0,3.0,1,100.0,0,1,1,0,241.1764705882353,205000.0,1.0,Casas Adobes
850000.0,-110.793587,85749,32.304482,1.33,8483,2000,3,3,3147.0,3.0,4,62.0,1,0,1,0,270.09850651414047,283333.3333333333,1.0,Tanque Verde
775000.0,-110.838678,85750,32.316746,0.47,9863,1988,3,5,3836.0,3.0,1,135.0,1,0,1,0,202.03336809176224,258333.3333333333,1.6666666666666667,Catalina Foothills
800000.0,-110.866553,85750,32.326195,0.52,8654,1999,4,3,3424.0,3.0,2,55.0,0,1,0,1,233.6448598130841,200000.0,0.75,Catalina Foothills
805000.0,-110.767496,85749,32.275961,1.69,7075,2002,5,3,4238.0,3.0,4,64.0,0,1,1,0,189.94808872109485,161000.0,0.6,Tanque Verde
810000.0,-110.829223,85750,32.315071,1.53,8182,1961,4,4,4237.0,2.0,1,0.0,1,0,1,0,191.172999763984,202500.0,1.0,Catalina Foothills
805000.0,-110.737425,85749,32.300936,2.39,6925,1995,6,6,4225.0,3.0,4,0.0,1,0,0,1,190.53254437869825,134166.66666666666,1.0,Tanque Verde
800000.0,-111.065631,85745,32.251736,1.14,7491,1994,5,5,4526.0,3.0,1,67.0,0,1,1,0,176.75651789659744,160000.0,1.0,Tucson Mountains
837000.0,-110.982195,85704,32.317994,2.08,6486,1986,5,3,3853.0,3.5,2,0.0,1,0,1,0,217.233324682066,167400.0,0.6,Casas Adobes
825000.0,-110.736772,85749,32.306061,3.0,9531,2004,5,5,4418.0,3.0,1,0.0,0,1,0,1,186.73607967406065,165000.0,1.0,Tanque Verde
800000.0,-110.835455,85750,32.322104,0.42,9740,1993,4,5,4200.0,3.0,1,142.0,1,0,1,0,190.47619047619048,200000.0,1.25,Catalina Foothills
802500.0,-110.959567,85718,32.342536,6.11,10773,1980,5,4,5951.0,3.0,1,50.0,1,0,1,0,134.8512854982356,160500.0,0.8,Casas Adobes
750000.0,-110.906907,85621,31.375394,8.0,4243,1990,4,3,5514.0,2.0,1,0.0,1,0,1,0,136.01741022850925,187500.0,0.75,Nogales
800000.0,-110.928937,85718,32.288142,1.0,2440,2019,4,4,3515.0,3.0,2,5.0,1,0,0,1,227.59601706970128,200000.0,1.0,Catalina Foothills
812000.0,-110.829454,85750,32.320424,1.04,7559,1988,4,3,3580.0,3.0,1,66.67,1,0,1,0,226.81564245810057,203000.0,0.75,Catalina Foothills
790000.0,-110.907943,85718,32.336627,0.22,8385,2003,4,4,3232.0,2.0,1,92.0,0,1,0,1,244.43069306930693,197500.0,1.0,Catalina Foothills
790000.0,-110.991185,85737,32.40168,0.87,8999,1999,4,4,4036.0,3.0,1,45.0,0,1,1,0,195.73835480673927,197500.0,1.0,Oro Valley
849000.0,-110.898464,85718,32.319941,0.41,6773,2001,4,4,4446.0,4.0,0,80.0,1,0,1,0,190.9581646423752,212250.0,1.0,Catalina Foothills
805000.0,-111.028186,85742,32.411172,0.97,9784,2006,5,6,4628.0,4.0,3,0.0,1,0,1,0,173.94122731201384,161000.0,1.2,Oro Valley
790000.0,-110.851166,85739,32.553876,0.28,7727,2017,3,3,3032.0,4.0,1,180.0,1,0,0,1,260.55408970976254,263333.3333333333,1.0,Saddlebrooke
795000.0,-110.923246,85718,32.305897,1.44,6800,2014,3,3,2706.0,3.0,2,4.16,1,0,0,1,293.7915742793792,265000.0,1.0,Catalina Foothills
775000.0,-110.940064,85718,32.313996,0.91,5179,1973,4,4,4113.0,3.0,3,50.0,0,1,1,0,188.42693897398493,193750.0,1.0,Catalina Foothills
821080.0,-110.976393,85755,32.460397,1.0,2841,2013,3,3,3005.0,2.0,2,153.0,0,1,1,0,273.23793677204657,273693.3333333333,1.0,Oro Valley
770000.0,-110.844659,85750,32.323698,0.53,6198,1995,3,3,3548.0,3.0,1,128.0,1,0,1,0,217.0236753100338,256666.66666666663,1.0,Catalina Foothills
790000.0,-110.92419,85718,32.296349,1.34,6454,1998,4,4,3239.0,3.0,1,151.0,1,0,1,0,243.90243902439025,197500.0,1.0,Catalina Foothills
718000.0,-110.886945,85712,32.260026,1.68,5699,1959,6,3,5040.0,0.0,1,0.0,1,0,1,0,142.46031746031747,119666.66666666669,0.5,Tucson
770000.0,-110.833096,85750,32.310391,0.9,7959,1997,5,3,4482.0,3.0,3,0.0,1,0,1,0,171.79830432842482,154000.0,0.6,Catalina Foothills
750000.0,-110.861402,85715,32.259228,0.6,8404,1968,5,5,4681.0,2.0,3,48.0,1,0,1,0,160.22217474898525,150000.0,1.0,Catalina Foothills
750000.0,-110.902882,85718,32.319246,0.69,6997,1984,4,4,3419.0,2.0,2,135.0,1,0,1,0,219.36238666276688,187500.0,1.0,Catalina Foothills
785000.0,-110.701425,85749,32.269046,5.55,10689,1992,4,3,3270.0,3.0,4,120.0,1,0,1,0,240.0611620795107,196250.0,0.75,Tanque Verde
795000.0,-110.875446,85718,32.325673,1.0,6762,1979,4,4,4617.0,2.0,2,258.0,1,0,1,0,172.18973359324235,198750.0,1.0,Catalina Foothills
800000.0,-110.828635,85750,32.321001,1.29,8228,1987,3,3,3469.0,2.0,4,67.0,0,1,1,0,230.61400980109545,266666.6666666667,1.0,Catalina Foothills
810000.0,-110.987137,85755,32.428448,0.53,7274,2001,3,5,3582.0,3.0,2,18.0,1,0,0,1,226.13065326633165,270000.0,1.6666666666666667,Oro Valley
802000.0,-110.967206,85755,32.464199,0.99,10864,1999,5,5,4339.0,3.0,2,100.0,1,0,1,0,184.8352154874395,160400.0,1.0,Oro Valley
731000.0,-110.78,85742,31.95,4.43,11438,1995,6,5,5144.0,3.0,1,0.0,1,0,0,1,142.1073094867807,121833.33333333331,0.8333333333333334,Corona de Tucson
814500.0,-110.975818,85755,32.434005,1.18,9281,2008,5,5,4123.0,3.0,2,100.0,0,1,1,0,197.55032743148192,162900.0,1.0,Oro Valley
790000.0,-110.920428,85716,32.224429,0.52,4369,1935,4,3,3661.0,2.5,5,0.0,1,0,1,0,215.78803605572247,197500.0,0.75,Tucson
750000.0,-110.87995,85718,32.331111,1.14,7743,1982,3,3,4023.0,5.0,3,141.0,1,0,1,0,186.42803877703207,250000.0,1.0,Catalina Foothills
800000.0,-111.02556,85742,32.360886,0.48,8171,1988,4,3,3824.0,3.0,4,83.0,1,0,0,1,209.20502092050208,200000.0,0.75,Casas Adobes
819000.0,-110.952628,85755,32.456307,0.7,8442,2004,3,3,3330.0,3.0,2,0.0,1,0,0,1,245.945945945946,273000.0,1.0,Oro Valley
781250.0,-110.938762,85718,32.345031,0.81,6471,1980,4,3,3875.0,2.0,3,100.0,1,0,0,1,201.6129032258065,195312.5,0.75,Catalina Foothills
800000.0,-110.922582,85623,32.587383,0.24,5298,2017,3,4,2960.0,3.0,1,225.21,1,0,1,0,270.27027027027026,266666.6666666667,1.3333333333333333,Saddlebrooke
750000.0,-110.78,85755,31.95,3.3,4395,1999,5,3,3622.0,3.0,2,0.0,1,0,1,0,207.0679182771949,150000.0,0.6,Corona de Tucson
825000.0,-110.914549,85718,32.298839,2.1,11612,1988,4,4,5576.0,5.0,1,194.0,0,1,1,0,147.9555236728838,206250.0,1.0,Catalina Foothills
769000.0,-110.734959,85749,32.303142,3.3,6992,1997,3,3,3275.0,2.0,1,100.0,1,0,1,0,234.8091603053435,256333.3333333333,1.0,Tanque Verde
800000.0,-110.983725,85755,32.433397,0.72,6827,2006,4,4,3264.0,3.0,2,98.0,1,0,0,1,245.09803921568627,200000.0,1.0,Oro Valley
817034.0,-110.984403,85755,32.464579,0.24,416,2016,2,3,2880.0,30.0,0,167.0,1,0,1,0,283.6923611111111,408517.0,1.5,Oro Valley
815000.0,-110.908102,85718,32.322269,0.94,7180,2000,4,5,4648.0,3.0,3,126.0,0,1,1,0,175.34423407917384,203750.0,1.25,Catalina Foothills
799000.0,-111.013647,85742,32.387155,1.14,8393,2009,4,5,5444.0,3.0,0,19.0,1,0,1,0,146.7670830271859,199750.0,1.25,Casas Adobes
790000.0,-110.963813,85755,32.469926,1.01,8618,2006,4,4,3660.0,5.0,2,170.0,1,0,1,0,215.84699453551912,197500.0,1.0,Oro Valley
780000.0,-110.909969,85718,32.288496,0.71,9886,2006,5,6,4209.0,3.0,2,38.0,1,0,1,0,185.31717747683533,156000.0,1.2,Catalina Foothills
805000.0,-110.845257,85750,32.292153,0.5,7388,2001,3,4,3728.0,3.0,1,75.0,1,0,1,0,215.93347639484972,268333.3333333333,1.3333333333333333,Catalina Foothills
798000.0,-110.858393,85750,32.282656,0.87,6711,1982,4,3,3167.0,3.0,1,6.0,0,1,1,0,251.9734764761604,199500.0,0.75,Catalina Foothills
814994.0,-111.061622,85658,32.440738,4.23,2738,2019,4,4,3514.0,3.0,1,60.0,1,0,1,0,231.9277177006261,203748.5,1.0,Marana
799847.0,-110.975082,85755,32.463594,0.24,613,2018,2,2,2541.0,2.0,0,194.0,0,1,1,0,314.7764659582841,399923.5,1.0,Oro Valley
750000.0,-110.883581,85718,32.335504,4.96,4222,1978,3,3,2680.0,1.0,2,180.0,1,0,1,0,279.85074626865674,250000.0,1.0,Catalina Foothills
775000.0,-110.715354,85749,32.266284,3.3,5942,2002,4,3,3245.0,3.0,2,55.0,1,0,1,0,238.82896764252692,193750.0,0.75,Tanque Verde
788500.0,-110.857729,85739,32.551629,0.34,3960,2011,2,3,3612.0,3.0,1,140.0,0,1,1,0,218.3001107419712,394250.0,1.5,Saddlebrooke
800000.0,-110.976169,85755,32.426978,3.39,9623,2005,4,4,3964.0,3.0,2,35.0,1,0,0,1,201.81634712411704,200000.0,1.0,Oro Valley
809400.0,-110.961063,85737,32.409852,0.46,0,2018,4,4,3485.0,3.0,0,110.0,1,0,1,0,232.2525107604017,202350.0,1.0,Oro Valley
770000.0,-110.983056,85755,32.450052,0.4,1288,2017,4,4,3890.0,3.0,1,135.0,1,0,0,1,197.94344473007712,192500.0,1.0,Oro Valley
809771.0,-111.078828,85742,32.403447,3.3,0,2017,4,3,3194.0,3.0,1,140.0,1,0,1,0,253.52880400751408,202442.75,0.75,Marana
725000.0,-110.78,85742,31.95,4.43,4935,1995,5,4,4100.0,6.0,1,0.0,1,0,1,0,176.82926829268294,145000.0,0.8,Corona de Tucson
750000.0,-110.970947,85755,32.462394,0.78,1986,2018,3,4,2793.0,2.0,0,194.0,0,1,1,0,268.5284640171858,250000.0,1.3333333333333333,Oro Valley
806971.0,-110.737264,85749,32.288869,0.97,1287,2014,4,3,3051.0,3.0,0,75.0,1,0,1,0,264.4939364142904,201742.75,0.75,Tanque Verde
