MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,fireplaces,HOA,floor_covering_luxury,floor_covering_standard,kitchen_features_luxury,kitchen_features_standard,price_per_ft,price_per_bed_room,bathrooms_per_bedroom,price_per_ft_category
21222011,562000.0,85749,-110.793969,32.252989,0.56,7009,1997,5,6,4279.0,3.0,1,149.0,0,1,0,1,131.33909792007478,112400.0,1.2,0
21505898,840000.0,85748,-110.730013,32.236348,4.0,8570,2007,5,5,4306.0,3.0,3,0.0,1,0,0,1,195.07663725034837,168000.0,1.0,0
21915983,899000.0,85748,-110.730023,32.236357,4.0,9086,2007,5,5,4306.0,3.0,3,0.0,1,0,0,1,208.77844867626567,179800.0,1.0,0
21528371,1550000.0,85750,-110.864255,32.330365,1.42,9710,1996,3,4,4316.0,3.0,1,211.0,1,0,0,1,359.12882298424466,516666.6666666667,1.3333333333333333,1
21300493,1625000.0,85750,-110.864255,32.330368,1.42,8349,1996,3,4,4316.0,3.0,1,203.0,1,0,0,1,376.5060240963856,541666.6666666666,1.3333333333333333,1
21724369,925000.0,85658,-111.087998,32.469427,0.65,14471,2009,4,5,4318.0,3.0,4,117.0,1,0,1,0,214.21954608615096,231250.0,1.25,1
21902779,1300000.0,85658,-111.087998,32.469423,0.65,15513,2009,4,5,4318.0,3.0,4,117.0,1,0,0,1,301.06530801296896,325000.0,1.25,1
21616345,585000.0,85749,-110.704968,32.240342,3.82,7428,1993,4,3,4324.0,3.0,1,20.0,0,1,0,1,135.29139685476412,146250.0,0.75,0
21905848,620000.0,85749,-110.704968,32.240344,3.82,7501,1993,4,3,4324.0,3.0,1,19.0,0,1,0,1,143.38575393154483,155000.0,0.75,0
21408705,630500.0,85750,-110.81885,32.292568,1.15,10116,2010,4,4,4325.0,3.0,2,52.0,0,1,0,1,145.78034682080926,157625.0,1.0,0
21619675,1025000.0,85750,-110.81883,32.292563,1.15,10270,2010,4,4,4325.0,3.0,2,52.0,1,0,0,1,236.9942196531792,256250.0,1.0,1
21128957,625000.0,85743,-111.126192,32.339015,3.4,6691,2007,4,4,4401.0,5.0,3,45.0,1,0,0,1,142.01317882299475,156250.0,1.0,0
21411654,689000.0,85743,-111.126195,32.339011,3.4,5625,2007,4,4,4401.0,5.0,3,200.0,1,0,0,1,156.55532833446944,172250.0,1.0,0
21426494,912500.0,85718,-110.925262,32.297893,1.4,7916,2003,4,4,4435.0,3.0,3,0.0,0,1,0,1,205.74971815107105,228125.0,1.0,0
21603231,900000.0,85718,-110.924224,32.297727,1.4,8715,2003,4,4,4435.0,3.0,3,0.0,0,1,0,1,202.93122886133037,225000.0,1.0,0
21417371,907000.0,85715,-110.86202,32.264009,0.5,6916,1960,4,4,4446.0,2.0,2,144.0,1,0,0,1,204.00359874044085,226750.0,1.0,0
21729892,885000.0,85715,-110.86202,32.264011,0.5,7694,1960,4,4,4446.0,2.0,2,58.0,0,1,1,0,199.055330634278,221250.0,1.0,0
21324381,725000.0,85737,-110.987406,32.408856,1.76,7547,2002,4,4,4458.0,3.0,2,51.0,0,1,0,1,162.62898160610138,181250.0,1.0,0
21818252,695000.0,85737,-110.987392,32.408859,1.76,10540,2002,4,4,4458.0,3.0,2,45.0,0,1,1,0,155.89950650515925,173750.0,1.0,0
21516146,755000.0,85750,-110.833096,32.310394,0.9,7958,1997,5,3,4482.0,3.0,3,0.0,0,1,0,1,168.45158411423472,151000.0,0.6,0
21431945,770000.0,85750,-110.833096,32.310391,0.9,7959,1997,5,3,4482.0,3.0,3,0.0,0,1,0,1,171.79830432842482,154000.0,0.6,0
21810735,690000.0,85718,-110.906489,32.322273,0.49,7363,1986,4,3,4518.0,3.0,3,135.0,0,1,1,0,152.72244355909694,172500.0,0.75,0
21516172,685000.0,85718,-110.906489,32.32227,0.49,5662,1986,4,3,4518.0,3.0,3,126.0,0,1,0,1,151.6157591854803,171250.0,0.75,0
21531599,582406.0,85745,-111.093793,32.300924,3.36,8134,2000,5,5,4518.0,3.0,3,0.0,0,1,0,1,128.9079238601151,116481.2,1.0,0
21901558,895000.0,85745,-111.093793,32.300928,3.36,7904,2000,5,5,4518.0,3.0,3,0.0,0,1,0,1,198.09650287737935,179000.0,1.0,0
21204398,1262500.0,85718,-110.926187,32.295751,1.0,9066,2007,4,5,4556.0,3.0,2,0.0,0,1,0,1,277.1071115013169,315625.0,1.25,1
21707450,1325000.0,85718,-110.926211,32.295762,1.0,11018,2007,4,5,4556.0,3.0,2,4.0,0,1,0,1,290.8252853380158,331250.0,1.25,1
21130145,1075000.0,85718,-110.951181,32.344265,3.02,13368,2006,4,4,4614.0,3.0,2,159.0,1,0,0,1,232.9865626354573,268750.0,1.0,1
21414120,945000.0,85718,-110.952625,32.345713,3.02,12327,2006,4,4,4614.0,3.0,2,153.0,1,0,0,1,204.81144343302992,236250.0,1.0,0
21900957,825000.0,85658,-111.052329,32.479253,2.42,16439,2003,5,4,4618.0,3.0,2,148.0,0,1,1,0,178.64876569943698,165000.0,0.8,0
21425220,920000.0,85658,-111.050768,32.480412,2.42,18610,2003,5,4,4618.0,3.0,2,143.0,0,1,0,1,199.2204417496752,184000.0,0.8,0
21303980,930000.0,85719,-110.940743,32.230184,0.3,3840,1936,4,4,4647.0,2.0,2,0.0,0,1,0,1,200.1291155584248,232500.0,1.0,0
21718555,1250000.0,85719,-110.940744,32.230185,0.3,5156,1936,4,4,4647.0,2.0,2,0.0,0,1,0,1,268.9907467183129,312500.0,1.0,1
4117018,775000.0,85646,-110.911751,31.591976,76.92,5159,2000,3,4,4800.0,6.0,5,425.0,0,1,1,0,161.45833333333334,258333.3333333333,1.3333333333333333,0
21625205,775000.0,85648,-110.911862,31.59202,76.92,5159,2000,3,4,4800.0,6.0,5,35.0,0,1,0,1,161.45833333333334,258333.3333333333,1.3333333333333333,0
21222026,1890000.0,85715,-110.859528,32.262883,1.17,8437,1968,4,5,4801.0,3.0,2,79.0,0,1,0,1,393.6679858362841,472500.0,1.25,1
21722152,1323000.0,85715,-110.859527,32.262884,1.17,9405,1968,4,5,4801.0,3.0,2,48.0,0,1,1,0,275.5675900853989,330750.0,1.25,1
21416654,1350000.0,85715,-110.85954,32.262887,1.17,8506,1968,4,5,4801.0,3.0,2,48.0,0,1,0,1,281.19141845448866,337500.0,1.25,1
21513897,700000.0,85748,-110.745117,32.218041,3.5,6211,2008,5,4,4826.0,3.0,2,0.0,0,1,0,1,145.0476585163697,140000.0,0.8,0
21433405,688000.0,85748,-110.745104,32.218056,3.5,6173,2008,5,4,4826.0,3.0,2,0.0,0,1,0,1,142.5611272275176,137600.0,0.8,0
21728457,1412500.0,85749,-110.69408,32.243769,20.0,11063,1991,5,4,4914.0,5.0,3,21.0,0,1,0,1,287.44403744403746,282500.0,0.8,1
21502505,1325000.0,85749,-110.694079,32.243765,20.0,8892,1991,5,4,4914.0,5.0,3,19.0,0,1,0,1,269.6377696377696,265000.0,0.8,1
21131993,1335000.0,85750,-110.837258,32.316408,0.84,10846,2001,4,5,5239.0,3.0,3,117.0,1,0,0,1,254.81962206527965,333750.0,1.25,1
21831697,1500000.0,85750,-110.837233,32.316392,0.84,13503,2001,4,5,5239.0,3.0,3,142.0,1,0,0,1,286.31418209581983,375000.0,1.25,1
21101829,699000.0,85704,-110.966623,32.315976,1.28,854,2009,4,5,5290.0,4.0,3,0.0,1,0,0,1,132.13610586011342,174750.0,1.25,0
21828148,860000.0,85704,-110.966636,32.31597,1.28,12200,2009,4,5,5290.0,4.0,3,0.0,1,0,0,1,162.57088846880907,215000.0,1.25,0
21905469,1500000.0,85658,-111.036573,32.45575,4.15,23880,2009,3,4,5440.0,3.0,3,342.0,0,1,1,0,275.7352941176471,500000.0,1.3333333333333333,1
21412375,1650000.0,85658,-111.036562,32.455744,4.15,18658,2009,3,4,5440.0,3.0,3,250.0,0,1,0,1,303.30882352941177,550000.0,1.3333333333333333,1
21620337,1275000.0,85718,-110.923607,32.316522,1.08,13150,2002,5,5,5489.0,3.0,3,195.0,0,1,0,1,232.28274731280743,255000.0,1.0,1
21921894,1525000.0,85718,-110.923607,32.316525,1.08,12806,2002,5,5,5489.0,3.0,3,214.0,1,0,0,1,277.8283840408089,305000.0,1.0,1
21312607,998000.0,85750,-110.871721,32.326191,0.84,8052,1988,4,6,5513.0,3.0,3,25.0,1,0,0,1,181.02666424814075,249500.0,1.5,0
21606060,923000.0,85750,-110.871711,32.326181,0.84,9556,1988,4,6,5513.0,3.0,3,25.0,1,0,0,1,167.42245601306004,230750.0,1.5,0
21619899,525000.0,85743,-111.142166,32.367381,6.52,7714,1974,5,7,5745.0,6.0,3,0.0,0,1,0,1,91.38381201044386,105000.0,1.4,0
21725569,769000.0,85743,-111.141938,32.367171,6.52,8630,1974,5,7,5745.0,6.0,3,0.0,1,0,1,0,133.85552654482157,153800.0,1.4,0
21615519,1715000.0,85750,-110.864627,32.332365,1.02,15580,2003,5,6,6238.0,3.0,1,219.0,0,1,0,1,274.9278614940686,343000.0,1.2,1
21304774,1400000.0,85750,-110.864627,32.332366,1.02,12664,2003,5,6,6238.0,3.0,1,191.0,0,1,0,1,224.4309073420968,280000.0,1.2,1
21801268,2152700.0,85718,-110.885186,32.327916,1.55,16052,2009,5,7,6755.0,3.0,4,258.0,1,0,1,0,318.68245743893414,430540.0,1.4,1
21522589,2100000.0,85718,-110.885186,32.327907,1.55,15668,2009,5,7,6755.0,3.0,4,258.0,1,0,0,1,310.88082901554407,420000.0,1.4,1
21806714,1897000.0,85750,-110.84556,32.327725,1.32,21910,2002,4,7,6800.0,3.0,4,142.0,1,0,1,0,278.97058823529414,474250.0,1.75,1
21602043,1800000.0,85750,-110.84556,32.327714,1.32,20206,2002,4,7,6800.0,3.0,4,142.0,0,1,0,1,264.7058823529412,450000.0,1.75,1
21704772,1920000.0,85718,-110.910653,32.338271,1.27,24316,1997,5,6,7132.0,3.0,2,422.0,1,0,0,1,269.20919798093104,384000.0,1.2,1
21332804,2175000.0,85718,-110.910663,32.338282,1.27,21795,1997,5,6,7132.0,3.0,2,422.0,1,0,0,1,304.9635445877734,435000.0,1.2,1
21900716,1265000.0,85715,-110.856803,32.255586,1.84,13019,1973,7,9,7477.0,3.0,5,58.0,0,1,1,0,169.1855022067674,180714.2857142857,1.2857142857142858,0
21708035,967500.0,85715,-110.856813,32.255588,1.84,12574,1973,7,9,7477.0,3.0,5,48.0,0,1,1,0,129.39681690517588,138214.2857142857,1.2857142857142858,0
