MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,fireplaces,HOA,floor_covering_luxury,floor_covering_standard,kitchen_features_luxury,kitchen_features_standard,price_per_ft,price_per_bed_room,bathrooms_per_bedroom,price_per_ft_category
21629507,635000.0,85718,-110.885532,32.283427,1.92,2824,1972,4,3,3370.0,2.0,1,5.0,0,1,0,1,188.42729970326408,158750.0,0.75,0
21300374,642000.0,85750,-110.82922,32.276759,0.56,6481,1996,4,3,3390.0,3.0,1,66.0,1,0,0,1,189.38053097345133,160500.0,0.75,0
21716346,593000.0,85750,-110.829219,32.276769,0.56,6742,1996,4,3,3390.0,3.0,1,58.0,0,1,0,1,174.92625368731564,148250.0,0.75,0
21316584,635000.0,85704,-110.993095,32.324668,0.57,6072,2007,4,4,3402.0,3.0,2,46.0,0,1,0,1,186.6549088771311,158750.0,1.0,0
21914486,739000.0,85704,-110.993095,32.324655,0.57,6473,2006,4,4,3402.0,3.0,2,40.0,1,0,1,0,217.2251616696061,184750.0,1.0,1
21132373,689000.0,85737,-110.967454,32.40363,0.41,5245,2006,5,3,3410.0,3.0,2,50.0,1,0,0,1,202.05278592375367,137800.0,0.6,0
21518358,612000.0,85737,-110.968108,32.406549,0.41,6383,2006,5,3,3410.0,3.0,2,67.0,0,1,0,1,179.47214076246334,122400.0,0.6,0
21908018,759900.0,85718,-110.928785,32.333043,1.61,7338,1995,4,4,3411.0,3.0,2,0.0,0,1,0,1,222.7792436235708,189975.0,1.0,1
21621037,677500.0,85718,-110.928785,32.333039,1.61,6520,1995,4,4,3411.0,3.0,2,0.0,1,0,0,1,198.6221049545588,169375.0,1.0,0
21327399,535000.0,85737,-110.970318,32.407739,0.37,5721,2004,4,3,3420.0,3.0,2,50.0,0,1,0,1,156.4327485380117,133750.0,0.75,0
21529711,712000.0,85737,-110.96948,32.405594,0.38,6059,2004,4,3,3420.0,3.0,2,50.0,0,1,0,1,208.187134502924,178000.0,0.75,0
21309327,600000.0,85737,-110.968169,32.406236,0.41,6160,2006,4,3,3420.0,3.0,2,50.0,0,1,0,1,175.43859649122808,150000.0,0.75,0
21129062,517000.0,85737,-110.970313,32.407753,0.37,5746,2004,4,3,3420.0,3.0,2,33.0,0,1,0,1,151.16959064327486,129250.0,0.75,0
21126261,555000.0,85737,-110.968239,32.405966,0.38,5401,2006,4,3,3420.0,3.0,3,50.0,0,1,0,1,162.28070175438597,138750.0,0.75,0
21332435,740000.0,85737,-110.969576,32.405869,0.37,5841,2004,4,3,3420.0,3.0,3,50.0,1,0,0,1,216.374269005848,185000.0,0.75,1
21802925,713500.0,85737,-110.96948,32.405593,0.38,7271,2004,4,3,3420.0,3.0,2,0.0,0,1,1,0,208.62573099415204,178375.0,0.75,0
21603934,585000.0,85737,-110.968218,32.40594,0.38,6525,2006,4,3,3420.0,3.0,3,67.0,0,1,0,1,171.05263157894737,146250.0,0.75,0
21532763,600000.0,85737,-110.968209,32.407183,0.41,6848,2007,4,3,3420.0,3.0,2,50.0,0,1,0,1,175.43859649122808,150000.0,0.75,0
21223046,575000.0,85737,-110.968209,32.407184,0.41,6687,2007,4,3,3420.0,3.0,2,50.0,0,1,0,1,168.12865497076024,143750.0,0.75,0
21601706,745000.0,85737,-110.969591,32.405875,0.37,6444,2004,4,3,3420.0,3.0,3,50.0,1,0,0,1,217.83625730994152,186250.0,0.75,1
21816408,664000.0,85737,-110.971372,32.417962,1.6,7004,2002,5,4,3425.0,3.0,2,23.0,0,1,0,1,193.86861313868613,132800.0,0.8,0
21424722,575000.0,85737,-110.971373,32.417963,1.6,6689,2002,5,4,3425.0,3.0,2,23.0,0,1,0,1,167.8832116788321,115000.0,0.8,0
21921821,599900.0,85658,-111.073607,32.432527,0.21,7728,2006,5,3,3458.0,3.0,1,44.0,0,1,1,0,173.48178137651823,119980.0,0.6,0
21207200,575000.0,85658,-111.07361,32.43256,0.21,5713,2006,5,3,3458.0,3.0,1,57.0,0,1,0,1,166.28108733371892,115000.0,0.6,0
21527744,787000.0,85750,-110.869314,32.327179,1.0,5706,1993,4,4,3470.0,3.0,4,34.0,0,1,0,1,226.80115273775212,196750.0,1.0,1
21112738,795000.0,85750,-110.869301,32.327174,1.0,5865,1993,4,4,3470.0,3.0,4,39.0,0,1,0,1,229.1066282420749,198750.0,1.0,1
21407949,655000.0,85750,-110.839437,32.314079,0.83,4832,1991,5,4,3483.0,3.0,2,65.0,0,1,0,1,188.0562733275912,131000.0,0.8,0
21703869,587500.0,85750,-110.839427,32.314078,0.83,5933,1991,5,4,3483.0,3.0,2,62.0,0,1,0,1,168.67642836635085,117500.0,0.8,0
21511806,600000.0,85718,-110.880168,32.314928,1.07,4296,1976,3,4,3504.0,3.0,1,21.0,0,1,0,1,171.23287671232876,200000.0,1.3333333333333333,0
21314164,614000.0,85718,-110.880184,32.314942,1.07,3441,1976,3,4,3504.0,3.0,1,21.0,0,1,0,1,175.2283105022831,204666.66666666663,1.3333333333333333,0
3055188,700000.0,85646,-111.046366,31.623839,0.99,6740,2007,3,4,3514.0,3.0,1,157.0,1,0,1,0,199.203187250996,233333.3333333333,1.3333333333333333,0
3060029,655000.0,85614,-110.971212,31.835117,0.99,6433,2001,3,4,3514.0,3.0,1,83.33,0,1,1,0,186.39726807057485,218333.3333333333,1.3333333333333333,0
3059167,550000.0,85614,-110.940656,31.878329,0.99,5630,2013,3,4,3514.0,3.0,1,158.0,0,1,1,0,156.51678998292545,183333.3333333333,1.3333333333333333,0
3051223,680000.0,85622,-111.000925,31.836922,0.99,4158,2007,3,4,3514.0,3.0,1,100.0,0,1,1,0,193.5116676152533,226666.66666666663,1.3333333333333333,0
21218285,615000.0,85745,-111.040022,32.219732,0.6,6849,2007,4,4,3519.0,4.0,3,41.0,1,0,0,1,174.76555839727197,153750.0,1.0,0
21909170,725000.0,85745,-111.040022,32.219797,0.6,7199,2007,4,4,3519.0,4.0,3,30.0,0,1,1,0,206.02443876101165,181250.0,1.0,0
21514486,755000.0,85718,-110.901606,32.320327,0.44,5703,2001,3,4,3541.0,3.0,1,80.0,0,1,0,1,213.21660547867836,251666.66666666663,1.3333333333333333,1
21800282,650000.0,85658,-111.089825,32.458965,0.59,9357,2005,4,4,3541.0,3.0,1,87.66,0,1,1,0,183.5639649816436,162500.0,1.0,0
21301219,630000.0,85755,-110.991336,32.426865,0.84,5739,2005,4,4,3541.0,3.0,2,79.0,0,1,0,1,177.9158429822084,157500.0,1.0,0
21204490,550000.0,85718,-110.89902,32.322312,0.43,6279,2001,4,4,3541.0,3.0,1,80.0,0,1,0,1,155.32335498446767,137500.0,1.0,0
21826712,779000.0,85718,-110.901065,32.318272,0.42,7572,2002,4,4,3541.0,3.0,1,80.0,0,1,0,1,219.99435187800057,194750.0,1.0,1
21328048,785000.0,85718,-110.901395,32.317413,0.47,6182,2002,4,4,3541.0,3.0,2,80.0,0,1,0,1,221.6887884778311,196250.0,1.0,1
21522134,730000.0,85718,-110.900015,32.316001,0.43,6043,2002,4,4,3541.0,3.0,1,16.0,0,1,0,1,206.15645297938437,182500.0,1.0,0
21311893,747000.0,85718,-110.897692,32.318852,0.47,5627,2002,4,4,3541.0,3.0,2,80.0,0,1,0,1,210.95735667890423,186750.0,1.0,0
21129702,698000.0,85718,-110.901614,32.320341,0.44,6050,2001,3,4,3541.0,3.0,1,80.0,0,1,0,1,197.1194577802881,232666.66666666663,1.3333333333333333,0
21728606,650000.0,85658,-111.092975,32.460696,0.83,9391,2006,4,4,3541.0,3.0,1,88.0,0,1,1,0,183.5639649816436,162500.0,1.0,0
21221525,630000.0,85658,-111.089826,32.459014,0.59,8822,2005,4,4,3541.0,3.0,1,90.0,0,1,0,1,177.9158429822084,157500.0,1.0,0
21725408,649900.0,85658,-111.047787,32.431993,0.85,7694,2011,4,4,3541.0,3.0,1,190.0,0,1,1,0,183.53572437164644,162475.0,1.0,0
21813421,730000.0,85755,-110.991325,32.426855,0.84,7472,2005,4,4,3541.0,3.0,2,85.0,0,1,1,0,206.15645297938437,182500.0,1.0,0
21112598,765000.0,85718,-110.90083,32.321346,0.45,6362,2001,3,4,3541.0,3.0,2,80.0,1,0,0,1,216.04066647839596,255000.0,1.3333333333333333,1
21608910,815500.0,85718,-110.900843,32.321354,0.45,6251,2001,3,4,3541.0,3.0,2,80.0,1,0,0,1,230.3021745269698,271833.3333333333,1.3333333333333333,1
21209551,560000.0,85658,-111.047785,32.431995,0.85,1895,2011,4,4,3541.0,3.0,1,60.0,0,1,0,1,158.14741598418527,140000.0,1.0,0
21900200,612500.0,85658,-111.092985,32.460701,0.83,9391,2006,4,4,3541.0,3.0,1,88.0,0,1,1,0,172.97373623270263,153125.0,1.0,0
21327443,674000.0,85755,-110.991374,32.424723,0.84,5957,2004,4,4,3541.0,3.0,2,79.0,0,1,0,1,190.34171138096585,168500.0,1.0,0
21503026,770000.0,85718,-110.899026,32.319622,0.42,5949,2002,4,4,3541.0,3.0,1,80.0,0,1,0,1,217.45269697825472,192500.0,1.0,1
21120435,595000.0,85718,-110.935906,32.327461,1.61,6177,1978,4,4,3545.0,3.0,2,9.0,0,1,0,1,167.8420310296192,148750.0,1.0,0
21810452,719900.0,85718,-110.935919,32.327469,1.61,7690,1978,4,4,3545.0,3.0,2,8.0,0,1,0,1,203.07475317348377,179975.0,1.0,0
21905262,895000.0,85750,-110.861685,32.289026,1.05,5959,1987,4,3,3550.0,2.0,0,33.0,0,1,1,0,252.112676056338,223750.0,0.75,1
21725179,835000.0,85750,-110.861685,32.289028,1.05,6069,1987,4,3,3550.0,2.0,0,33.0,0,1,0,1,235.2112676056338,208750.0,0.75,1
21701832,645000.0,85739,-110.869624,32.549337,0.19,4388,1998,3,3,3555.0,3.0,3,165.0,0,1,0,1,181.4345991561181,215000.0,1.0,0
21903172,562000.0,85739,-110.869624,32.54934,0.19,4865,1998,3,3,3555.0,3.0,3,180.0,0,1,1,0,158.0872011251758,187333.3333333333,1.0,0
21902730,590000.0,85749,-110.720576,32.299331,4.11,5556,2002,3,3,3556.0,2.0,2,0.0,1,0,0,1,165.91676040494937,196666.66666666663,1.0,0
21623602,545000.0,85749,-110.720577,32.299329,4.11,4776,2002,3,3,3556.0,2.0,2,0.0,1,0,0,1,153.2620922384702,181666.66666666663,1.0,0
21306545,625000.0,85750,-110.821338,32.274561,0.8,7400,1999,4,4,3563.0,3.0,1,5.0,0,1,0,1,175.41397698568622,156250.0,1.0,0
21707412,675000.0,85750,-110.821338,32.274562,0.8,7219,1999,4,4,3563.0,3.0,1,5.0,0,1,0,1,189.44709514454112,168750.0,1.0,0
21716639,568882.0,85755,-110.984982,32.450588,0.26,900,2017,4,3,3580.0,4.0,0,134.0,0,1,0,1,158.90558659217876,142220.5,0.75,0
21905373,730000.0,85755,-110.984866,32.449078,0.26,8904,2016,4,3,3580.0,4.0,0,135.0,0,1,0,1,203.9106145251397,182500.0,0.75,0
21906588,810000.0,85755,-110.987137,32.428448,0.53,7274,2001,3,5,3582.0,3.0,2,18.0,0,1,1,0,226.13065326633165,270000.0,1.6666666666666667,1
21331580,750122.0,85755,-110.987147,32.428457,0.53,5645,2001,3,5,3582.0,3.0,2,12.0,0,1,0,1,209.4142936906756,250040.66666666663,1.6666666666666667,0
21401059,600000.0,85750,-110.869149,32.310981,1.45,4958,1984,4,3,3583.0,3.0,2,40.0,1,0,0,1,167.4574379012001,150000.0,0.75,0
21125852,730000.0,85755,-110.960934,32.461086,1.09,7938,1998,3,4,3583.0,4.0,4,170.0,0,1,0,1,203.73988277979348,243333.3333333333,1.3333333333333333,0
21204899,600000.0,85750,-110.869147,32.310983,1.45,5604,1984,4,3,3583.0,3.0,2,40.0,1,0,0,1,167.4574379012001,150000.0,0.75,0
21401063,860000.0,85755,-110.960936,32.461084,1.09,7039,1998,3,4,3583.0,4.0,4,200.0,1,0,0,1,240.0223276583868,286666.6666666667,1.3333333333333333,1
21829513,626500.0,85750,-110.869493,32.311036,1.45,6641,1984,4,3,3583.0,3.0,2,44.0,1,0,1,0,174.85347474183644,156625.0,0.75,0
21041642,610000.0,85755,-110.975522,32.425732,1.29,7455,1998,4,4,3584.0,3.0,3,35.0,1,0,0,1,170.20089285714286,152500.0,1.0,0
21502407,635000.0,85755,-110.975535,32.425736,1.29,7153,1998,4,4,3584.0,3.0,3,35.0,1,0,0,1,177.17633928571428,158750.0,1.0,0
21225380,660000.0,85755,-111.02785,32.431596,3.3,5822,1999,5,3,3622.0,3.0,2,0.0,0,1,0,1,182.21976808393157,132000.0,0.6,0
21113616,750000.0,85755,-111.027838,32.431599,3.3,4395,1999,5,3,3622.0,3.0,2,0.0,0,1,0,1,207.0679182771949,150000.0,0.6,0
21400075,1400000.0,85658,-111.089967,32.466866,0.65,11139,2011,3,4,3625.0,3.0,5,118.0,1,0,0,1,386.2068965517241,466666.6666666667,1.3333333333333333,1
21204564,1600000.0,85658,-111.089977,32.466875,0.65,5121,2011,3,4,3625.0,3.0,5,118.0,1,0,0,1,441.3793103448276,533333.3333333334,1.3333333333333333,1
21532011,551000.0,85716,-110.926324,32.225752,0.75,3441,1938,3,3,3627.0,2.0,2,0.0,0,1,0,1,151.91618417424868,183666.66666666663,1.0,0
21800729,652000.0,85716,-110.926325,32.225752,0.75,3678,1938,3,3,3627.0,2.0,2,0.0,0,1,0,1,179.76288944030878,217333.3333333333,1.0,0
21411265,815000.0,85718,-110.937699,32.346355,0.85,6022,1991,5,4,3665.0,2.0,2,100.0,1,0,0,1,222.3738062755798,163000.0,0.8,1
21126664,803000.0,85718,-110.937707,32.346373,0.85,6548,1991,5,4,3665.0,2.0,2,111.0,1,0,0,1,219.09959072305597,160600.0,0.8,1
21220089,550000.0,85749,-110.731259,32.265265,0.97,4487,2002,4,4,3668.0,3.0,1,25.0,0,1,0,1,149.9454743729553,137500.0,1.0,0
21500666,585000.0,85749,-110.731248,32.265255,0.97,4600,2002,4,4,3668.0,3.0,1,25.0,0,1,0,1,159.48745910577972,146250.0,1.0,0
21826697,667000.0,85749,-110.756841,32.30355,3.45,8584,1995,4,3,3670.0,3.0,4,0.0,1,0,1,0,181.74386920980928,166750.0,0.75,0
21704185,1550000.0,85658,-111.061767,32.466473,2.06,15981,2007,3,4,3670.0,3.0,3,127.0,1,0,0,1,422.3433242506812,516666.6666666667,1.3333333333333333,1
21729283,500000.0,85749,-110.756841,32.303547,3.45,7726,1995,4,3,3670.0,3.0,4,0.0,1,0,0,1,136.23978201634878,125000.0,0.75,0
21528436,1500000.0,85658,-111.061766,32.466472,2.06,15711,2007,3,4,3670.0,3.0,3,143.0,1,0,0,1,408.7193460490463,500000.0,1.3333333333333333,1
21327749,725000.0,85737,-110.947127,32.38467,0.85,8180,1993,4,3,3686.0,3.0,1,68.0,0,1,0,1,196.69017905588717,181250.0,0.75,0
21724791,790000.0,85737,-110.947126,32.384667,0.85,9193,1993,4,3,3686.0,3.0,1,72.0,0,1,0,1,214.32447097124253,197500.0,0.75,1
21427237,612500.0,85755,-110.979281,32.454791,0.47,6335,2000,3,4,3688.0,2.0,2,80.0,0,1,0,1,166.07917570498915,204166.66666666663,1.3333333333333333,0
21211663,540000.0,85755,-110.979631,32.455218,0.47,6335,2000,3,4,3688.0,2.0,2,80.0,0,1,0,1,146.42082429501085,180000.0,1.3333333333333333,0
21908330,710000.0,85755,-110.988766,32.429218,0.51,8450,2002,4,4,3713.0,3.0,1,18.0,0,1,0,1,191.22003770535957,177500.0,1.0,0
21806371,600000.0,85755,-110.988765,32.429212,0.51,8378,2002,4,4,3713.0,3.0,1,36.0,0,1,1,0,161.59439806086723,150000.0,1.0,0
4115019,650000.0,85646,-111.03131,31.648804,10.0,5221,2004,3,3,3718.0,3.0,2,0.0,0,1,1,0,174.82517482517483,216666.66666666663,1.0,0
21501063,650000.0,85646,-111.031149,31.649477,10.0,5807,2004,3,3,3718.0,3.0,2,0.0,0,1,0,1,174.82517482517483,216666.66666666663,1.0,0
21602975,870000.0,85718,-110.91621,32.305963,0.96,6622,1992,4,3,3731.0,3.0,3,0.0,1,0,0,1,233.18145269364783,217500.0,0.75,1
21904760,922500.0,85718,-110.91621,32.305965,0.96,7830,1992,4,3,3731.0,3.0,3,0.0,1,0,0,1,247.25274725274724,230625.0,0.75,1
21204363,675000.0,85749,-110.765907,32.26621,3.3,5278,2005,5,5,3737.0,3.0,1,0.0,0,1,0,1,180.62617072518063,135000.0,1.0,0
21903734,802000.0,85749,-110.765909,32.266205,3.3,6774,2006,5,5,3737.0,3.0,1,0.0,0,1,1,0,214.61065025421465,160400.0,1.0,1
21700654,850000.0,85750,-110.867433,32.322468,0.54,8682,1998,5,3,3742.0,3.0,3,40.0,1,0,0,1,227.15125601282736,170000.0,0.6,1
21208834,800000.0,85715,-110.859255,32.258712,0.57,5318,1963,4,4,3742.0,2.0,2,79.0,0,1,0,1,213.78941742383756,200000.0,1.0,1
21725365,869000.0,85750,-110.867433,32.322463,0.54,8682,1998,5,3,3742.0,3.0,3,40.55,1,0,0,1,232.22875467664352,173800.0,0.6,1
21920055,811250.0,85715,-110.859265,32.258721,0.57,7251,1963,4,4,3742.0,2.0,2,119.66,0,1,1,0,216.79583110636025,202812.5,1.0,1
21305580,850000.0,85750,-110.867433,32.322462,0.54,6233,1998,5,3,3742.0,3.0,3,40.0,1,0,0,1,227.15125601282736,170000.0,0.6,1
21507310,575000.0,85718,-110.959251,32.30129,1.28,5524,1994,4,3,3800.0,3.0,1,0.0,0,1,0,1,151.31578947368422,143750.0,0.75,0
21715786,674500.0,85718,-110.959251,32.301293,1.28,5495,1994,4,3,3800.0,3.0,1,0.0,0,1,0,1,177.5,168625.0,0.75,0
21219454,820000.0,85750,-110.835224,32.313474,0.89,7800,2012,4,4,3811.0,3.0,1,55.0,0,1,0,1,215.1666229336132,205000.0,1.0,1
21902675,865000.0,85658,-111.096598,32.459227,0.66,9463,2007,3,4,3811.0,3.0,1,263.0,1,0,1,0,226.97454736289689,288333.3333333333,1.3333333333333333,1
21323382,690000.0,85658,-111.09661,32.459226,0.66,9217,2007,3,4,3811.0,3.0,1,76.0,1,0,0,1,181.054841249016,230000.0,1.3333333333333333,0
21300652,762393.0,85750,-110.832873,32.315192,0.89,862,2012,4,4,3811.0,3.0,1,55.0,0,1,0,1,200.0506428758856,190598.25,1.0,0
21418840,730000.0,85755,-110.983512,32.433034,0.92,6280,2002,4,4,3832.0,3.0,3,10.0,0,1,0,1,190.50104384133613,182500.0,1.0,0
21517196,702000.0,85755,-110.983512,32.433025,0.92,6596,2001,4,4,3832.0,3.0,3,10.0,0,1,0,1,183.1941544885177,175500.0,1.0,0
21222166,788000.0,85743,-111.088331,32.311677,3.3,6669,2004,4,4,3850.0,3.0,1,42.0,0,1,0,1,204.67532467532467,197000.0,1.0,0
21732335,785000.0,85743,-111.088331,32.311675,3.3,9627,2004,4,4,3850.0,3.0,1,74.0,0,1,1,0,203.8961038961039,196250.0,1.0,0
21605430,965000.0,85718,-110.920368,32.342219,0.8,8595,1983,3,3,3854.0,3.0,2,300.0,1,0,0,1,250.38920601971975,321666.6666666667,1.0,1
21206478,1135000.0,85718,-110.920365,32.342229,0.8,8080,1983,3,3,3854.0,3.0,2,242.0,1,0,0,1,294.49922158796056,378333.3333333333,1.0,1
21206949,1200000.0,85749,-110.714722,32.241059,27.1,7856,1987,4,3,3855.0,4.0,2,18.0,1,0,0,1,311.284046692607,300000.0,0.75,1
21529721,1150000.0,85749,-110.714713,32.241045,27.1,12227,1987,4,3,3855.0,4.0,2,19.0,1,0,0,1,298.31387808041507,287500.0,0.75,1
21222527,611500.0,85718,-110.930069,32.33961,0.94,6424,1997,4,5,3857.0,3.0,3,111.0,0,1,0,1,158.5429089966295,152875.0,1.25,0
21413617,712000.0,85718,-110.93007,32.339612,0.94,6052,1997,4,5,3857.0,3.0,3,111.0,0,1,0,1,184.599429608504,178000.0,1.25,0
21423581,775000.0,85755,-110.981142,32.426872,1.18,7306,2003,3,3,3859.0,3.0,1,73.0,1,0,0,1,200.82923037056236,258333.3333333333,1.0,0
21829736,750000.0,85755,-110.981101,32.426854,1.18,8753,2003,3,3,3859.0,3.0,1,85.0,1,0,1,0,194.35086810054415,250000.0,1.0,0
21901496,921500.0,85718,-110.948344,32.343905,1.23,10722,2002,5,5,3861.0,3.0,2,157.33,0,1,1,0,238.66873866873863,184300.0,1.0,1
21608724,840000.0,85718,-110.948344,32.343904,1.23,11933,2002,5,5,3861.0,3.0,2,157.0,1,0,0,1,217.56021756021755,168000.0,1.0,1
21318906,690000.0,85718,-110.959698,32.30637,1.13,4292,1968,3,3,3879.0,2.0,3,0.0,0,1,0,1,177.88089713843777,230000.0,1.0,0
21815347,605500.0,85718,-110.959698,32.306367,1.13,5230,1968,3,3,3879.0,2.0,3,0.0,0,1,0,1,156.09693219902036,201833.3333333333,1.0,0
21300533,730000.0,85750,-110.84772,32.298167,1.01,5420,2002,5,4,3889.0,3.0,2,0.0,1,0,0,1,187.70892260221137,146000.0,0.8,0
21726219,775000.0,85750,-110.847719,32.298167,1.01,6730,2002,5,4,3889.0,3.0,2,0.0,1,0,0,1,199.28002057084083,155000.0,0.8,0
21705966,610000.0,85718,-110.930621,32.314355,1.3,5539,1965,6,5,3890.0,2.0,5,4.0,0,1,0,1,156.81233933161954,101666.66666666669,0.8333333333333334,0
21910747,725000.0,85718,-110.93062,32.314358,1.3,5668,1965,6,5,3890.0,2.0,5,4.0,0,1,1,0,186.3753213367609,120833.33333333331,0.8333333333333334,0
21413743,800000.0,85755,-110.975498,32.435648,1.86,7693,2006,4,4,3909.0,3.0,1,100.0,1,0,0,1,204.65592223074955,200000.0,1.0,0
21630371,790000.0,85755,-110.975497,32.435647,1.86,8167,2006,4,4,3909.0,3.0,1,100.0,1,0,0,1,202.0977232028652,197500.0,1.0,0
21533321,570000.0,85749,-110.72988,32.24815,0.63,5430,1999,5,4,3930.0,3.0,2,3.0,0,1,0,1,145.0381679389313,114000.0,0.8,0
21908001,640000.0,85749,-110.72988,32.248151,0.63,6305,1999,5,4,3930.0,3.0,2,6.0,0,1,0,1,162.8498727735369,128000.0,0.8,0
21123174,550000.0,85704,-110.96154,32.366205,0.91,5983,1988,4,5,3940.0,3.0,2,0.0,1,0,0,1,139.5939086294416,137500.0,1.25,0
21210173,650000.0,85704,-110.961541,32.366205,0.91,5979,1988,4,5,3940.0,3.0,2,0.0,1,0,0,1,164.9746192893401,162500.0,1.25,0
21701610,1050000.0,85750,-110.83367,32.323228,0.41,9819,1993,4,4,3943.0,3.0,2,142.0,1,0,0,1,266.2946994674106,262500.0,1.0,1
21323773,925000.0,85750,-110.83367,32.323231,0.41,7619,1993,4,4,3943.0,3.0,2,123.0,1,0,0,1,234.5929495308141,231250.0,1.0,1
21418135,899900.0,85750,-110.843571,32.303483,0.84,8082,2005,4,4,3959.0,3.0,3,40.0,0,1,0,1,227.3048749684264,224975.0,1.0,1
21227693,888000.0,85750,-110.843569,32.303489,0.84,8620,2005,4,4,3959.0,3.0,3,40.0,1,0,0,1,224.29906542056077,222000.0,1.0,1
21818977,699900.0,85737,-111.004487,32.415894,0.72,7664,2006,5,5,3959.0,4.0,1,17.0,0,1,1,0,176.78706744127305,139980.0,1.0,0
21204360,630000.0,85737,-111.004485,32.415912,0.72,5960,2006,5,5,3959.0,4.0,1,17.0,0,1,0,1,159.13109371053295,126000.0,1.0,0
21823711,620000.0,85755,-110.978894,32.456688,0.35,8052,2005,5,4,3991.0,3.0,2,80.0,0,1,1,0,155.3495364570283,124000.0,0.8,0
21318531,560000.0,85755,-110.978895,32.456712,0.35,6452,2005,5,4,3991.0,3.0,2,80.0,0,1,0,1,140.31571034828363,112000.0,0.8,0
21412273,705000.0,85743,-111.126254,32.33812,3.42,5170,2007,3,4,4024.0,3.0,1,20.0,0,1,0,1,175.19880715705764,235000.0,1.3333333333333333,0
21714748,675000.0,85743,-111.126254,32.338123,3.42,6495,2007,3,4,4024.0,3.0,1,15.0,0,1,0,1,167.74353876739562,225000.0,1.3333333333333333,0
21806582,700000.0,85658,-111.089818,32.463824,0.44,10666,2007,3,4,4030.0,3.0,1,116.0,0,1,0,1,173.697270471464,233333.3333333333,1.3333333333333333,0
21520727,597450.0,85658,-111.087844,32.46396,0.44,7883,2006,3,4,4030.0,3.0,1,113.0,0,1,0,1,148.25062034739454,199150.0,1.3333333333333333,0
21912829,753000.0,85718,-110.886948,32.299079,2.12,5637,1969,4,3,4047.0,2.0,1,5.0,0,1,0,1,186.0637509266123,188250.0,0.75,0
21520633,717000.0,85718,-110.886949,32.299076,2.12,5069,1969,4,3,4047.0,2.0,1,5.0,1,0,0,1,177.16827279466273,179250.0,0.75,0
21527529,850000.0,85750,-110.859232,32.321129,1.09,8294,1991,5,4,4056.0,3.0,2,41.0,1,0,0,1,209.56607495069036,170000.0,0.8,0
21323983,840000.0,85750,-110.859231,32.321129,1.09,7015,1991,5,4,4056.0,3.0,2,41.0,1,0,0,1,207.10059171597632,168000.0,0.8,0
21903233,935000.0,85749,-110.760058,32.301699,3.78,11278,2005,4,4,4078.0,3.0,2,132.0,1,0,1,0,229.27905836194213,233750.0,1.0,1
21615638,920000.0,85749,-110.760057,32.301698,3.78,10663,2005,4,4,4078.0,3.0,2,127.0,1,0,0,1,225.60078469838157,230000.0,1.0,1
21313834,635000.0,85737,-110.945,32.399687,0.51,9396,1999,3,4,4093.0,3.0,1,213.0,1,0,0,1,155.14292694844858,211666.66666666663,1.3333333333333333,0
21223532,400000.0,85737,-110.944989,32.399679,0.51,8849,1999,3,4,4093.0,3.0,1,71.0,0,1,0,1,97.72782799902272,133333.33333333334,1.3333333333333333,0
21906071,885000.0,85755,-110.978051,32.428607,1.18,11624,2005,3,3,4108.0,4.0,2,36.02,1,0,1,0,215.43330087633885,295000.0,1.0,1
21807590,860000.0,85755,-110.97804,32.4286,1.18,11624,2005,3,3,4108.0,4.0,2,34.0,1,0,1,0,209.34761441090555,286666.6666666667,1.0,0
21327394,890000.0,85718,-110.94062,32.347876,1.23,11318,2004,4,5,4143.0,3.0,1,160.0,0,1,0,1,214.82017861453053,222500.0,1.25,1
21224755,1175500.0,85718,-110.94065,32.347873,1.23,11674,2004,4,5,4143.0,3.0,1,159.0,0,1,0,1,283.7315954622254,293875.0,1.25,1
21301765,975000.0,85718,-110.925585,32.304246,1.17,9010,2009,4,4,4200.0,3.0,2,0.0,0,1,0,1,232.14285714285717,243750.0,1.0,1
21405516,970000.0,85718,-110.925584,32.304243,1.17,8773,2008,4,4,4200.0,3.0,2,5.0,0,1,0,1,230.95238095238096,242500.0,1.0,1
21528571,580000.0,85750,-110.829223,32.315064,1.53,6449,1961,4,4,4237.0,2.0,1,0.0,0,1,0,1,136.88930847297615,145000.0,1.0,0
21815625,810000.0,85750,-110.829223,32.315071,1.53,8182,1961,4,4,4237.0,2.0,1,0.0,0,1,0,1,191.17299976398397,202500.0,1.0,0
21603500,565000.0,85646,-111.050832,31.627415,0.72,4651,1969,3,3,4248.0,2.0,3,21.0,1,0,0,1,133.00376647834275,188333.3333333333,1.0,0
4116359,565000.0,85646,-111.050837,31.627107,0.72,4651,1969,3,3,4248.0,2.0,3,250.0,0,1,0,1,133.00376647834275,188333.3333333333,1.0,0
21720165,837500.0,85745,-111.102683,32.294908,3.31,10098,2010,4,4,4260.0,3.0,3,0.0,1,0,0,1,196.5962441314554,209375.0,1.0,0
21532803,820000.0,85745,-111.102683,32.294905,3.31,8809,2010,4,4,4260.0,3.0,3,0.0,1,0,0,1,192.4882629107981,205000.0,1.0,0
21611311,650000.0,85749,-110.793969,32.252991,0.56,6928,1997,5,6,4279.0,3.0,1,150.0,0,1,0,1,151.90465061930357,130000.0,1.2,0
