MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,fireplaces,HOA,floor_covering_luxury,floor_covering_standard,kitchen_features_luxury,kitchen_features_standard,price_per_ft,price_per_bed_room,bathrooms_per_bedroom,price_per_ft_category,lat_lon
21200742,1010000.0,85718,-110.890334,32.291505,0.88,4031,2011,4,5,3810.0,3.0,1,140.0,1,0,0,1,265.09186351706035,252500.0,1.25,1,32.291505-110.890334
21326013,575200.0,85718,-110.919914,32.316423,0.0,5247,2003,4,3,3085.0,2.0,3,175.0,0,1,0,1,186.45056726094003,143800.0,0.75,0,32.316423-110.919914
21321643,750000.0,85750,-110.839505,32.317301,0.6,9869,1994,4,3,4731.0,3.0,3,123.0,0,1,0,1,158.5288522511097,187500.0,0.75,0,32.317301-110.839505
21221501,1769386.0,85658,-111.102623,32.468456,0.4,845,2012,3,4,3276.0,3.0,2,550.0,1,0,0,1,540.1056166056167,589795.3333333334,1.3333333333333333,1,32.468456-111.102623
21531315,565000.0,85750,-110.85471,32.298101,0.25,4142,1991,2,3,2727.0,2.0,1,129.0,0,1,0,1,207.1873854052072,282500.0,1.5,0,32.298101-110.85471
21829193,637500.0,85704,-110.964758,32.338115,0.65,4932,1987,3,3,3522.0,3.0,1,0.0,1,0,0,1,181.00511073253836,212500.0,1.0,0,32.338115-110.964758
21515779,987000.0,85750,-110.868108,32.320233,1.13,5612,1999,3,3,3525.0,3.0,2,58.0,0,1,0,1,280.0,329000.0,1.0,1,32.320233-110.868108
21614251,560000.0,85750,-110.86206,32.309085,1.27,6589,1993,4,3,3772.0,3.0,1,41.0,0,1,0,1,148.4623541887593,140000.0,0.75,0,32.309085-110.86206
21602381,750000.0,85718,-110.942543,32.296537,1.93,3949,1936,4,4,2806.0,2.0,4,4.0,0,1,0,1,267.28439059158944,187500.0,1.0,1,32.296537-110.942543
21222990,971976.0,85658,-111.094156,32.471469,0.22,657,2013,2,3,2329.0,2.0,1,550.0,1,0,0,1,417.3361957921855,485988.0,1.5,1,32.471469-111.094156
21702308,680000.0,85658,-111.07205,32.43363,0.25,7955,2009,3,3,3333.0,3.0,0,40.0,0,1,0,1,204.02040204020403,226666.66666666663,1.0,0,32.43363-111.07205
