latitude,longitude,price_per_ft_category
32.315217,-110.925289,2
32.434537,-110.978818,2
31.843046,-111.000616,1
32.280578,-110.867936,2
32.413739,-111.006268,1
32.351106,-110.952157,1
32.547109,-110.857539,2
31.562089,-111.043214,3
32.284625,-110.723893,1
32.333579,-111.117344,1
32.430123,-111.004406,1
32.341818,-110.939487,2
32.223669,-110.910744,1
32.3318,-110.940215,1
32.318776,-110.900656,2
32.539054,-110.860543,1
32.451794,-110.949322,2
32.467996,-111.095457,4
32.292552,-110.807658,1
32.553719,-110.861004,2
32.295003,-110.938806,1
32.469747,-110.960853,1
32.247087,-111.104613,2
32.339015,-111.126192,1
32.45837,-110.984923,2
32.260724,-110.792245,1
32.30529,-110.771016,1
32.285893,-110.813046,2
32.386294,-111.080822,1
32.441395,-111.054495,2
32.325481,-110.858319,1
32.319958,-110.898106,1
32.174646,-110.30105,2
32.292524,-110.726315,1
32.328057,-110.940295,2
32.348433,-110.9385,2
32.277822,-110.782075,1
32.296048,-110.924586,1
32.461881,-111.066378,2
32.352375,-111.017577,1
32.396262,-110.965802,1
32.307646,-110.820216,2
32.26944,-110.704335,1
32.271945,-110.72887,1
32.398648,-110.943934,2
32.391121,-111.019127,1
32.323762,-110.843442,2
32.383408,-110.980873,2
32.418689,-110.971176,1
32.308266,-110.920469,2
32.305965,-110.91621,2
32.342168,-110.942521,2
32.273335,-110.927643,2
32.4696,-111.106704,2
32.458758,-110.953895,2
32.335375,-110.915556,2
32.463355,-111.088354,1
32.289006,-110.824778,2
32.331453,-110.889549,1
32.346324,-110.934431,2
32.289805,-110.927339,1
32.30416,-110.890085,1
32.230803,-110.933628,2
32.424788,-110.975509,2
32.464782,-110.984432,3
32.4315,-111.074224,2
32.401959,-110.943222,2
31.594844,-111.040707,4
32.297721,-110.831145,1
32.246485,-110.784091,1
32.334862,-110.925499,2
32.396675,-110.935481,2
32.525477,-110.904475,2
32.257399,-110.695649,2
32.273668,-110.75737,1
32.302083,-110.821745,2
32.288339,-111.104988,2
32.450052,-110.983056,1
32.319941,-110.898464,1
32.319799,-110.910594,2
32.305636,-110.78736,1
32.311725,-110.854477,1
32.331318,-110.953278,1
32.55164,-110.861298,1
32.393656,-110.975049,1
32.298781,-110.778653,1
31.684722,-110.683575,4
32.245306,-110.698735,1
32.43104,-110.977628,2
32.321889,-110.86998,2
32.463904,-111.077961,3
32.326723,-110.844441,2
32.346323,-110.934431,2
32.335504,-110.883581,2
32.282589,-110.824129,2
32.326515,-110.855813,2
32.25152,-110.780466,1
32.263038,-110.860623,1
32.315556,-110.955863,1
32.254379,-110.735182,1
32.338822,-110.942364,2
31.5524,-110.94206,0
32.255217,-110.794075,1
32.455813,-110.979852,1
32.229405,-110.930758,2
32.216912,-110.927271,1
32.33231,-110.932858,1
31.832598,-110.978689,1
32.320662,-110.848033,2
32.411172,-111.028186,1
32.459276,-111.091368,2
32.414879,-110.950271,2
32.262883,-110.87639,2
32.261285,-110.84853,2
32.456733,-110.993567,3
32.22884,-111.059517,1
32.47263,-110.962516,1
32.231948,-110.962835,2
32.252682,-110.854195,1
32.386887,-111.066357,1
32.334909,-110.916502,1
32.389463,-111.013578,1
32.446781,-110.962445,2
32.469164,-111.102513,4
32.340547,-110.944077,2
32.367381,-111.142166,0
32.301395,-110.730037,1
32.435763,-110.985054,1
32.221823,-110.734178,1
32.322215,-110.904587,2
32.323659,-111.095995,1
32.317611,-110.905207,2
32.276859,-110.887347,2
32.325673,-110.875446,1
32.334802,-110.924647,1
32.240403,-110.937588,2
32.325094,-110.926424,2
32.294339,-110.927652,3
32.342162,-110.932368,2
32.299585,-110.924271,1
32.46781,-110.997108,3
32.417147,-110.9604,1
32.332306,-110.86124,1
32.31739,-110.990132,1
32.261069,-110.883315,1
32.319842,-110.825387,2
32.251454,-111.06605,1
32.300077,-110.810965,1
32.437198,-110.984733,2
32.275247,-110.878824,2
32.319454,-110.941776,2
32.302523,-110.770018,2
32.455074,-110.95187,2
32.315889,-110.896488,1
32.333621,-110.886137,3
32.335082,-111.000907,0
32.40816,-110.96524,2
32.282272,-110.850117,2
31.648332,-111.027692,2
32.294714,-110.827525,1
32.326655,-110.844186,2
32.283541,-110.822293,2
32.437711,-110.983964,1
32.4147,-110.942747,2
32.24815,-110.72988,1
32.391554,-111.06653,1
32.300064,-110.843487,2
32.320392,-110.833368,1
32.297241,-110.91143,1
32.459622,-110.967221,2
32.100513,-110.67813,1
32.323853,-110.84294,2
32.313716,-110.880346,2
32.305552,-110.925912,2
32.309845,-110.937435,2
32.426997,-111.017768,1
32.332234,-110.894904,1
32.320664,-110.955892,1
32.482415,-111.047365,2
32.460019,-110.993658,3
32.310665,-110.833902,2
32.479892,-111.05176,3
32.478364,-111.055271,2
32.457821,-111.024143,1
32.430753,-110.987023,2
32.318863,-110.851545,2
32.324043,-110.861663,2
32.220266,-110.90158,1
32.227995,-110.922108,1
32.444937,-111.043019,2
32.342562,-110.939452,2
32.294483,-110.914768,1
32.245817,-110.783645,1
32.327795,-110.888403,1
32.408082,-111.0638,1
32.415225,-110.9448,2
32.336545,-110.909682,2
32.31467,-110.969129,2
32.324758,-110.844542,1
32.31911,-110.828651,2
32.255136,-110.79624,1
32.243724,-110.938306,3
32.338307,-110.93742,2
32.328378,-110.877569,2
32.333711,-110.881172,2
32.288088,-110.856225,1
32.317897,-110.940366,1
32.32274,-110.836534,2
32.308526,-110.946085,1
31.562102,-111.043773,4
32.455218,-110.979631,1
32.322471,-110.8565,1
32.304221,-110.910238,2
32.257938,-110.855533,1
32.315145,-110.919983,1
32.231493,-110.940103,1
32.271945,-110.730021,2
32.455309,-110.994178,2
32.431596,-111.02785,1
32.314345,-110.93658,2
32.327284,-110.860347,2
32.284404,-110.821709,2
32.329662,-110.867879,1
32.460752,-110.943695,2
32.342669,-110.931846,2
32.433078,-110.984454,1
32.41614,-110.958634,1
32.369437,-111.028005,2
32.545974,-110.860828,1
32.470017,-111.093751,4
32.320044,-110.928024,2
32.335583,-110.920291,2
32.312489,-111.095442,2
32.459902,-111.096012,2
32.520816,-110.897821,1
32.326575,-110.931769,1
32.41209,-111.029339,1
32.418444,-111.053456,2
32.22876,-110.744114,2
32.587835,-110.920047,2
31.552399,-110.94206,2
32.216848,-110.921889,2
32.31656,-110.833364,2
32.389144,-111.019785,2
32.382969,-110.948612,2
32.437058,-111.056077,2
32.298167,-110.84772,1
32.278624,-110.868453,1
32.325107,-110.86214,2
32.332842,-110.899343,1
32.303437,-110.932454,2
32.333103,-110.900048,1
32.290675,-110.769009,2
32.329164,-110.861598,2
32.217219,-110.922206,1
32.433795,-110.979234,1
32.262206,-110.862571,2
32.412281,-110.967045,1
32.441422,-111.034883,2
32.256085,-110.852876,2
32.464829,-110.96812,1
32.09339,-110.663062,1
32.302656,-110.884664,1
32.316392,-110.837233,2
32.324765,-110.873676,1
32.349524,-110.942702,2
32.328612,-110.878563,1
32.349497,-110.947996,2
32.331398,-110.93345,2
32.232115,-110.930378,2
32.321761,-110.924317,1
32.285657,-110.904848,1
32.460254,-111.088997,1
31.70233,-111.183593,3
32.314459,-110.94684,1
32.320632,-110.94368,1
32.351796,-111.01819,1
32.271219,-110.821415,1
32.382612,-110.992247,1
32.323676,-110.842866,2
32.316746,-110.838678,2
32.316373,-110.858556,2
32.228448,-110.92561,1
32.338214,-110.926584,1
32.297024,-110.928925,1
32.456936,-111.058803,2
32.242099,-111.113182,0
32.453227,-110.988747,2
32.465879,-111.090117,4
32.309378,-111.095291,1
32.433397,-110.983725,2
32.31711,-110.868714,1
32.408054,-110.967838,1
32.22887,-110.941134,1
32.296092,-110.813901,1
32.252505,-110.79752,1
32.297649,-110.920262,2
32.331783,-110.863398,2
32.375864,-110.982074,1
32.397247,-111.024212,2
32.322312,-110.89902,1
32.298693,-110.948849,2
32.330599,-110.930191,1
32.327324,-110.868012,2
32.305543,-110.915611,2
32.543598,-110.858476,2
32.217557,-110.920185,2
32.224657,-110.930634,1
32.277973,-110.865058,1
32.396098,-111.021948,1
32.247104,-110.780341,1
32.387787,-110.981701,1
32.315717,-110.925144,2
32.458454,-110.887357,2
32.310969,-110.85669,2
32.246794,-110.942262,1
32.399397,-110.945893,2
31.832598,-110.978688,1
32.30794,-110.778031,2
32.398977,-110.945589,1
31.611914,-111.033993,2
32.317757,-110.880046,1
32.399467,-110.948316,2
32.317496,-110.922291,2
32.441422,-111.096726,2
32.462394,-110.970947,2
32.461084,-110.960936,2
32.460917,-111.101471,2
32.458712,-111.094625,1
32.300865,-110.760519,1
32.278543,-110.851919,1
32.314622,-110.955286,1
32.293439,-110.920322,3
32.461848,-110.966173,2
32.381756,-111.069141,1
32.276643,-110.809108,4
32.223126,-110.911864,1
32.32333,-110.884508,1
32.26079,-110.865306,2
32.283352,-110.915201,2
32.262883,-110.859528,3
32.338845,-110.946517,2
32.283997,-110.85849,1
32.296297,-110.922939,2
32.515669,-110.895274,2
32.331111,-110.87995,1
32.468905,-111.110071,2
32.222046,-110.749253,2
32.333582,-110.936205,2
32.288005,-110.915343,4
32.459063,-111.092358,1
32.272354,-110.885175,1
32.464319,-111.089498,1
32.321129,-110.859231,2
32.428446,-110.981074,2
32.309877,-110.928779,1
32.331442,-110.928501,2
32.40845,-111.016459,1
32.23149,-110.939748,2
32.345028,-110.938762,1
32.405875,-110.969591,2
32.228448,-110.923598,1
32.469788,-110.962725,2
32.337587,-111.095653,1
32.408844,-110.970757,2
32.579814,-110.925878,2
32.286206,-110.781363,1
32.43363,-111.07205,2
32.244602,-110.941791,1
32.272681,-110.876564,1
32.288857,-110.89563,1
32.33634,-110.937686,1
32.260393,-111.099571,4
32.308033,-110.921214,2
32.459632,-110.9802,2
32.341963,-110.930667,1
32.323065,-110.831356,1
32.38895,-111.086054,1
32.288745,-110.931083,2
32.306449,-110.915998,2
32.270543,-110.815137,2
32.240442,-110.927181,1
32.458419,-111.092913,2
32.332648,-110.906403,1
32.400046,-110.989458,1
32.264041,-111.103561,1
32.31824,-110.887469,1
31.652899,-110.538913,2
32.327714,-110.84556,2
32.271938,-110.734132,1
32.321089,-110.875626,1
31.670464,-110.566019,1
32.317445,-110.898775,2
32.271489,-110.863288,2
32.460766,-110.968961,1
32.286954,-110.918141,2
32.288646,-110.927327,2
32.461466,-110.991684,2
32.238183,-110.754271,2
32.310796,-110.898479,1
32.432333,-110.985653,1
32.404636,-110.980617,1
32.400435,-110.992571,1
32.314695,-110.873233,1
32.262206,-110.728992,1
32.461525,-111.094204,1
32.320445,-110.828641,1
32.320715,-110.959997,1
32.460124,-111.088483,1
32.350235,-110.958261,1
32.270314,-110.820245,1
32.333325,-110.890347,2
32.315075,-110.87647,1
32.333675,-110.864631,1
32.330871,-110.863145,2
32.310983,-110.869147,1
32.437661,-110.988944,2
32.451042,-110.98213,1
32.325454,-110.88255,1
32.330616,-110.988645,1
32.450315,-111.010447,1
32.431327,-110.985006,2
32.245448,-111.041471,1
31.700763,-111.047608,1
32.217592,-110.930144,1
32.314056,-110.852074,1
32.26388,-110.863222,1
32.219993,-110.92278,2
32.326881,-110.935072,2
32.278889,-110.784124,1
32.327533,-110.843588,3
32.286886,-110.811569,4
32.280654,-110.851074,1
32.44639,-110.962269,1
32.096867,-110.67416,1
32.467754,-111.090091,3
32.277765,-110.819254,1
32.303489,-110.843569,2
32.329011,-110.981128,1
32.345455,-110.931923,2
32.343904,-110.948344,2
32.273381,-110.85268,2
32.314545,-110.901224,2
32.336725,-110.911566,2
32.30355,-110.756841,1
32.218701,-110.986128,3
32.282773,-110.821343,2
32.261952,-110.871168,2
32.350102,-110.931165,2
32.311985,-110.917737,2
32.307868,-111.104823,1
32.264142,-110.806224,1
32.337226,-110.913573,3
32.315799,-110.855005,1
31.8348,-110.970492,1
32.307707,-110.73486,1
32.279941,-110.864117,1
32.321613,-110.900196,2
32.457802,-110.985034,1
32.462494,-110.967961,2
32.311677,-111.088331,2
32.393372,-110.946782,1
32.238421,-111.06767,2
32.294609,-110.910264,2
32.306467,-110.912175,1
32.258951,-110.736241,2
32.310992,-110.920193,2
32.539969,-110.858623,2
32.437291,-110.977706,2
32.305799,-110.919751,3
32.394517,-111.01915,1
32.457734,-111.01432,1
31.643379,-111.056005,1
32.471535,-111.095236,4
32.422568,-111.020085,2
32.272512,-110.820576,1
32.23489,-110.967613,1
32.318286,-111.08694,1
32.410705,-110.960715,2
32.323698,-110.844659,2
31.552409,-110.942071,0
32.460696,-111.092975,1
32.318568,-110.958572,1
32.384138,-110.980849,1
31.377973,-110.90911,1
32.320894,-110.901335,2
32.40594,-110.968218,1
32.240389,-110.940538,2
32.322961,-110.864672,2
32.385036,-110.952205,1
32.26634,-110.864747,2
32.262909,-110.886626,1
32.263274,-110.729025,1
32.343457,-110.939594,2
32.285494,-110.823116,1
32.464916,-111.062039,3
32.392815,-110.997915,1
32.349491,-110.94478,2
32.29517,-110.925287,1
32.457265,-110.981549,1
32.301099,-110.909653,1
32.465294,-110.962054,2
32.285978,-110.859437,2
32.426951,-110.987901,2
32.262376,-110.814837,2
32.418971,-111.053535,2
32.296177,-110.737089,1
32.271076,-110.718042,2
32.321176,-110.858539,1
32.226252,-110.92346,1
32.238194,-110.936006,1
32.224432,-110.921262,2
32.232809,-110.921841,2
32.334921,-110.916513,2
32.531198,-110.860908,2
32.459643,-111.069452,2
32.13759,-110.588697,2
32.257678,-110.859109,1
32.346355,-110.937699,2
32.282774,-110.867004,1
32.288142,-110.928937,2
32.226748,-110.919585,1
32.457774,-110.979714,1
32.320225,-110.904054,1
32.340981,-110.943612,2
32.425815,-110.984011,2
32.320552,-110.900812,1
32.329059,-111.112971,1
32.426156,-111.02173,1
32.262621,-110.887027,2
32.268352,-110.726216,2
32.337736,-110.920316,2
32.415197,-110.965378,1
32.453832,-110.954613,2
32.332468,-110.93582,1
32.257089,-110.859545,1
32.303401,-110.885615,2
31.94281,-110.648189,2
32.344544,-110.949807,2
31.916028,-110.062075,1
32.380913,-110.955826,1
32.319147,-110.868268,1
32.297727,-110.924224,2
32.309564,-110.975005,1
32.325463,-110.844128,2
32.463946,-111.09008,2
32.314805,-110.835536,1
32.343897,-110.942054,3
32.466472,-111.061766,4
32.425905,-110.979521,2
32.426005,-110.991372,1
32.262321,-110.818415,1
32.454791,-110.979281,1
32.312193,-110.919252,2
32.310588,-110.93831,1
32.353499,-111.030462,2
32.297874,-110.899735,1
32.274562,-110.821338,1
32.218946,-110.986677,3
32.313969,-110.855008,1
31.948891,-110.798573,1
32.433034,-110.983512,1
32.455804,-110.93794,2
32.325927,-110.846794,2
32.588021,-110.740607,4
32.466473,-111.061767,4
32.106516,-110.726422,1
32.286816,-110.911139,2
32.2294,-110.930758,2
32.54215,-110.858312,1
32.46396,-111.087844,1
32.332752,-110.981616,2
32.22341,-110.922309,1
32.300617,-110.861883,1
32.471745,-111.094924,4
32.325986,-110.860193,1
32.300739,-110.917749,2
32.269359,-110.747457,1
32.119495,-110.728163,1
32.319688,-110.8832,1
32.316834,-110.933754,2
32.305569,-110.91481,2
32.301293,-110.959251,1
32.33308,-110.895897,2
32.306685,-110.922286,2
32.302661,-110.951055,2
32.468386,-111.111147,2
32.332805,-110.886057,2
32.38208,-110.989727,2
32.304119,-110.915687,2
32.276958,-110.862542,2
32.232915,-111.066725,1
32.552098,-110.86344,2
32.33054,-110.877434,3
32.230615,-111.029322,2
31.701117,-111.04735,0
31.742981,-110.653704,1
32.464902,-111.085082,2
32.436847,-110.986252,2
32.310963,-110.881866,1
32.315101,-110.830017,1
32.264815,-110.866279,2
31.837736,-110.976626,1
32.310475,-110.919407,1
32.332088,-110.863977,1
32.260711,-110.862713,2
32.220068,-110.749963,1
32.406236,-110.968169,1
32.407739,-110.970318,1
32.469749,-110.960853,1
32.296326,-110.888687,2
32.426125,-110.987893,1
32.231175,-110.930668,2
32.219062,-110.986678,3
32.347382,-110.945895,2
32.289954,-111.111737,1
32.449363,-110.983528,1
32.41499,-110.958601,1
32.285288,-110.860677,2
32.283071,-110.822282,2
32.32622,-110.843641,2
31.843517,-111.012511,0
32.313474,-110.835224,2
32.304691,-110.927938,2
32.300914,-110.918577,1
32.311515,-110.865988,1
32.391962,-111.021088,2
32.315438,-110.889469,1
32.303503,-110.853595,1
32.469209,-111.100452,4
32.299422,-110.928527,1
32.260804,-110.84645,2
32.404221,-110.983687,2
32.2879,-110.854461,2
32.170926,-110.754561,1
31.630004,-111.052693,1
32.483063,-111.049837,3
32.294407,-110.776921,2
32.166006,-110.755256,1
32.340218,-110.921843,2
32.227795,-110.921563,2
32.239694,-111.07025,1
32.387348,-111.142425,2
32.550628,-110.867168,1
32.270944,-110.812082,2
32.304738,-110.848801,2
32.327888,-110.876369,1
32.269934,-110.719318,3
32.317815,-110.830455,2
32.28869,-110.732027,2
32.426873,-111.052571,1
32.343458,-110.941439,3
32.243,-110.937644,2
32.271746,-110.863071,2
32.399661,-110.943528,2
32.324675,-110.837826,1
32.312646,-111.081493,2
32.318523,-110.88655,1
32.224753,-110.865335,2
31.835114,-110.971212,1
32.47497,-111.058829,3
32.43542,-110.987492,1
32.594412,-110.750432,1
32.277922,-110.775232,0
32.422279,-111.019623,2
32.431899,-110.98491,1
32.338546,-110.939977,2
32.224417,-110.920837,1
32.314529,-110.919238,2
32.347445,-110.932848,2
32.581237,-110.923538,1
32.460529,-110.973498,3
32.324322,-110.938319,2
32.325089,-110.874143,2
32.225816,-110.975927,2
32.351059,-110.954524,1
32.508778,-110.883065,4
32.244286,-110.723684,1
32.318568,-110.928069,2
32.264501,-110.72756,1
32.466875,-111.089977,4
32.320484,-110.898067,2
32.327573,-110.87353,2
32.333205,-110.928302,1
32.388587,-110.977655,2
32.322253,-110.905715,2
32.384514,-110.950266,1
31.583593,-111.089785,1
32.322406,-110.863641,1
32.299204,-110.864447,1
32.310391,-110.833096,1
32.321464,-110.910188,2
