latitude,longitude,price_per_ft_category
32.252989,-110.793969,1
32.339312,-110.925512,1
32.585789,-110.921776,2
32.283436,-110.920697,1
32.218848,-110.985809,2
32.314901,-110.927049,1
32.529286,-110.90209,2
32.316693,-110.942222,1
32.312206,-110.909862,2
32.434522,-110.992832,2
32.316842,-110.833392,2
32.268533,-110.713888,2
32.325024,-110.867867,2
32.216732,-110.920718,2
32.333584,-110.941057,1
32.434996,-110.988343,1
32.336334,-110.932195,1
32.299854,-110.949841,2
32.218458,-110.986509,3
32.280622,-110.826634,2
32.326752,-110.868614,2
32.3254,-110.844537,2
32.31156,-110.943442,1
32.390165,-111.020991,1
32.273606,-110.756023,1
32.436194,-110.986061,1
32.33531,-110.952059,1
32.307038,-110.784488,2
32.096978,-110.676439,1
32.316896,-110.919298,2
32.138784,-110.733313,1
32.328713,-110.865315,2
32.417676,-111.010366,2
32.280685,-110.865043,1
32.324652,-110.85255,2
32.261082,-110.726756,1
32.310415,-110.92652,2
32.232593,-110.942311,2
32.32184,-110.865583,2
32.400348,-111.023662,1
32.522477,-110.890667,1
32.314205,-110.841704,3
32.292355,-110.852354,2
32.3358,-110.908839,2
32.338963,-110.920483,2
32.469679,-111.100809,3
32.283078,-110.822272,2
32.390226,-110.978649,2
32.253369,-110.73635,2
32.251469,-110.796623,1
32.323817,-110.8887,1
32.503962,-110.893332,1
32.40217,-111.067019,1
32.272865,-110.733516,1
32.314397,-110.895831,2
32.316527,-110.830734,1
32.403635,-110.96818,2
32.230517,-110.969797,1
32.282133,-110.807964,4
32.436466,-110.98873,1
32.340119,-110.941318,2
32.294905,-111.102683,1
32.335237,-110.878974,2
32.318525,-110.908554,2
32.319622,-110.899026,2
32.34001,-110.929556,2
32.300868,-110.908893,2
32.2866,-110.859482,2
32.25276,-110.785626,1
32.304127,-110.848993,1
32.317604,-110.858551,1
32.588073,-110.91607,2
31.869823,-110.126758,1
31.823326,-110.978365,2
31.574636,-111.037399,3
32.425732,-110.975522,1
32.481937,-111.046669,2
32.416179,-110.946808,2
32.28437,-110.905893,2
32.328412,-110.837572,4
32.393248,-110.947627,2
32.468663,-111.101013,4
32.281683,-110.823028,1
32.315838,-110.940422,1
32.315652,-110.825762,1
32.325029,-110.905129,1
32.232718,-111.059313,1
32.259532,-110.848255,1
32.344195,-110.953054,2
32.279638,-110.81351,1
32.31992,-110.956903,1
32.210029,-110.972149,2
31.627415,-111.050832,1
32.255876,-110.858191,1
32.292374,-110.732291,1
32.315688,-111.085407,1
32.231769,-111.058523,1
31.837728,-110.970464,1
32.218111,-110.902312,1
32.307546,-110.791463,2
32.440559,-111.034874,1
32.411687,-111.026605,2
32.348027,-110.948444,2
32.230035,-110.902102,1
32.299951,-110.779301,1
32.346687,-110.944834,2
32.434458,-110.981105,1
32.312817,-110.954916,1
32.259093,-110.8911,2
32.460803,-111.068018,1
32.267546,-110.806217,1
32.305909,-110.875697,1
32.291514,-110.914945,2
32.307067,-110.924067,1
32.323076,-110.870946,1
32.266742,-110.739628,1
32.318567,-110.848995,1
32.538245,-110.859996,1
32.242998,-110.726859,1
32.291094,-110.914166,2
32.260374,-110.88584,2
31.445738,-110.444849,1
31.661827,-110.591438,1
32.320211,-110.852833,2
32.302645,-110.927197,2
32.331769,-110.873137,1
32.329107,-110.839622,2
32.322955,-110.872368,1
32.326009,-110.907145,1
32.326447,-110.901538,1
32.47052,-111.09996,4
32.437179,-110.985554,2
32.304709,-110.790107,2
32.298717,-110.773282,1
32.350271,-110.946791,3
32.314752,-110.826711,2
32.316806,-110.901637,2
32.426553,-110.986122,1
32.259207,-110.789047,1
32.5336,-110.890917,1
32.360886,-111.02556,2
32.238416,-111.06766,1
32.520079,-110.903111,1
32.327281,-110.874488,2
32.351067,-110.954521,1
32.325541,-110.840807,2
32.406549,-110.968108,1
32.349299,-110.981237,1
32.304245,-110.912806,1
31.804957,-111.041001,2
32.398618,-110.947012,1
32.277149,-110.899973,1
32.343648,-110.945216,3
32.53291,-110.87327,2
32.242845,-110.938291,3
32.328477,-110.93563,1
32.316659,-110.830514,2
31.649477,-111.031149,1
32.275548,-110.887761,1
32.246043,-110.717757,1
32.330931,-110.887925,1
32.290886,-110.771112,1
32.298942,-110.753906,2
34.314889,-111.33586,2
32.323698,-110.87178,2
32.321461,-110.848792,2
32.313769,-110.853145,2
32.322783,-110.853122,2
32.289938,-110.893334,1
32.258712,-110.859255,2
32.35081,-110.941781,4
32.288612,-110.861918,1
32.45744,-111.069633,2
32.223781,-110.92122,2
32.32409,-110.873564,2
32.325969,-111.103816,1
32.311079,-110.834238,1
32.458761,-111.087621,2
32.341609,-110.918294,2
32.333899,-110.882397,1
32.226416,-110.74214,2
32.296673,-110.884919,1
32.303826,-110.852951,2
32.330011,-110.891579,1
32.42746,-110.980865,2
31.619034,-110.722809,2
32.324902,-110.888953,2
32.316856,-110.834754,2
32.333599,-110.939075,1
32.33191,-110.909506,1
32.336883,-110.933327,2
32.240118,-110.774409,1
32.383,-111.088041,2
32.257545,-110.850684,1
32.415894,-110.947087,2
32.120348,-110.61689,1
32.332622,-110.882996,1
32.589664,-110.917384,2
32.100807,-110.677285,1
32.462608,-111.101008,2
32.410944,-111.022692,2
32.376745,-110.977507,2
32.334833,-110.928949,2
32.318294,-110.905564,2
32.297341,-110.922353,2
32.323016,-110.86109,2
32.236172,-110.760834,1
32.328239,-110.886508,1
32.243662,-110.939051,3
32.277189,-110.873542,1
32.210872,-110.741783,1
32.554471,-110.859043,2
32.322266,-110.905723,2
32.296177,-110.937029,2
32.318216,-110.831898,1
32.318644,-110.848617,2
32.311127,-110.930946,1
32.429542,-110.989934,1
32.255175,-110.852943,2
32.302272,-110.843617,2
32.287197,-110.869796,1
32.426854,-110.981101,1
32.210154,-110.972163,2
32.256925,-111.031256,1
32.203015,-110.751233,1
32.463822,-111.076821,2
32.309345,-110.947516,1
32.254388,-110.85333,2
32.338116,-110.964778,1
32.425717,-110.986567,1
31.832586,-110.978669,1
32.459797,-110.975746,2
32.267463,-110.718328,2
32.283264,-110.830479,1
32.271487,-110.863289,2
32.260832,-110.787663,1
32.288302,-110.890222,2
32.324533,-110.89612,2
32.318407,-110.9,1
32.260534,-110.81027,1
32.299802,-110.94992,2
32.340837,-110.930795,2
32.096085,-110.66845,1
32.321655,-110.955923,1
32.428733,-110.987166,2
32.455869,-111.0094,1
32.226337,-110.743249,1
32.197196,-111.035153,2
32.096075,-110.67765,1
32.330298,-110.827694,3
32.26314,-110.862237,1
32.30277,-110.943425,1
32.315694,-110.869251,1
32.286603,-110.867166,1
32.28157,-110.789943,1
32.405782,-110.986549,1
32.329694,-110.878472,2
32.229731,-110.920526,1
32.286865,-110.911969,1
31.970713,-110.967697,1
32.288803,-110.927092,2
32.328061,-110.887104,1
32.309002,-110.92421,2
32.352107,-110.957469,2
31.907917,-110.661829,1
32.326457,-110.868625,2
32.468456,-111.102623,4
32.252314,-111.072823,2
32.346373,-110.937707,2
32.310598,-110.974983,1
32.463557,-111.086241,2
32.309556,-110.925862,1
32.253304,-110.743628,1
32.433649,-110.991914,2
32.231369,-110.724116,1
32.464027,-111.065736,3
32.332985,-111.104319,1
32.283423,-110.885511,2
32.275261,-110.878832,2
32.464449,-110.885332,1
32.321354,-110.900843,2
32.32023,-111.070341,1
32.305748,-110.943528,1
32.251252,-110.795857,1
32.304485,-110.90569,1
32.301375,-110.78898,1
32.549337,-110.869624,1
32.454997,-111.05634,2
32.446443,-110.984974,1
32.405966,-110.968239,1
32.255749,-110.794949,1
32.529003,-110.893009,2
32.231485,-110.941995,1
32.232013,-110.966561,1
32.258719,-110.860331,1
32.256525,-111.074364,2
32.525801,-110.894623,1
32.331477,-110.891336,1
32.300365,-111.067392,1
32.319391,-110.889777,2
32.331705,-110.900902,1
32.431776,-111.020429,1
32.315039,-110.94533,2
32.35458,-110.94879,3
32.345374,-110.934526,2
32.33307,-110.937203,2
32.319957,-110.852535,2
32.315649,-110.950197,1
32.470705,-111.101549,4
32.306061,-110.736772,1
32.338247,-110.969772,1
32.29936,-110.761937,1
32.263564,-110.886569,2
32.32123,-110.903362,1
32.397863,-110.941999,2
32.463557,-110.967153,2
32.382697,-110.960235,1
32.288013,-110.929228,2
32.416818,-111.026733,2
32.349731,-110.933898,2
32.447468,-110.964259,1
32.323239,-110.869441,1
32.329485,-110.933653,1
32.321606,-110.854665,2
32.235234,-110.93893,2
32.335414,-110.875675,2
32.316222,-110.9038,2
32.363504,-110.997468,1
32.321087,-110.951351,1
32.334117,-110.931558,1
32.172556,-110.76372,1
32.284922,-110.919982,2
32.459547,-110.989124,2
32.252991,-110.793969,1
32.44173,-111.000147,2
32.243327,-110.939027,3
32.332625,-110.870252,1
32.278101,-110.880222,0
32.303525,-110.92597,2
32.298921,-110.94549,2
31.843045,-111.000616,1
32.333743,-110.894923,1
32.295386,-110.94247,2
32.283282,-110.77335,1
32.39195,-111.018963,1
31.836495,-110.974513,2
32.415917,-111.006053,1
32.469994,-111.09678,4
32.458756,-110.979094,2
32.243477,-110.941913,1
32.33101,-110.958232,1
32.341442,-110.931493,2
32.317543,-110.939793,2
32.272243,-110.884679,2
32.273197,-110.814066,1
32.334058,-110.939907,2
32.433783,-110.979253,2
32.450588,-110.984982,1
32.329509,-110.865464,2
32.283327,-109.454637,1
32.432527,-111.073607,1
32.455799,-110.955333,2
32.217852,-110.925027,1
32.311177,-110.921433,2
32.319479,-110.948254,1
32.30305,-110.926315,1
32.468095,-111.089987,2
32.292136,-110.921223,2
32.321575,-110.898909,1
32.240398,-110.939004,2
32.46519,-110.985288,3
32.324874,-110.891705,2
32.340007,-110.929556,1
32.420231,-111.009574,1
32.316418,-110.841911,2
31.832589,-110.97867,1
32.33204,-110.88601,1
32.315976,-110.966623,1
32.409259,-110.988143,1
32.464199,-110.967206,1
32.408054,-110.982994,1
32.434547,-110.982895,2
32.223191,-110.92431,1
31.666221,-110.634908,2
32.236071,-111.09976,0
32.459559,-110.96867,2
32.298,-110.745399,2
32.35007,-111.01862,2
32.275264,-110.812525,1
32.311163,-110.920594,2
31.823689,-110.979665,1
32.320327,-110.901606,2
31.599195,-111.047891,2
32.290418,-110.810961,1
32.284633,-110.744783,1
32.426054,-110.990458,1
32.546512,-110.861405,1
32.32219,-110.853032,2
32.535805,-110.894177,2
32.281667,-110.791487,1
32.198053,-110.756209,1
32.338808,-110.939003,2
32.473121,-111.059255,3
32.2941,-110.957508,1
32.396889,-111.064241,2
32.348593,-110.942544,2
32.462487,-110.971853,3
32.460701,-111.092985,1
32.541596,-110.860662,2
32.287211,-110.823537,1
32.318443,-110.867501,1
32.312185,-110.859283,1
31.485971,-111.037132,1
32.30988,-111.088303,2
32.312553,-110.945658,1
32.301645,-110.889176,1
32.397931,-110.944783,1
32.332934,-110.915816,2
32.320312,-110.936633,1
32.340535,-110.937852,3
32.324668,-110.993095,1
32.434455,-110.981807,1
32.300857,-110.893373,1
32.322485,-110.868483,2
32.281713,-110.96448,1
31.631606,-111.050598,1
32.421307,-110.997849,1
32.460558,-111.09357,1
32.339394,-110.921839,1
32.456304,-110.952628,2
32.322094,-110.898045,1
32.309572,-110.854607,2
32.2642,-110.876104,2
32.295565,-110.909876,2
32.254081,-110.781082,1
32.320776,-110.838005,2
32.25594,-110.857251,2
32.34255,-110.939441,2
32.28362,-110.925227,2
32.53208,-110.896724,2
32.435167,-111.052743,1
32.312019,-110.861467,1
31.458609,-110.271648,1
32.341534,-110.926847,2
32.456218,-110.989149,2
32.467905,-111.007412,3
32.533073,-110.859163,2
32.300244,-110.932541,2
32.30012,-110.765763,2
32.45798,-110.989464,2
32.38243,-110.988321,1
32.242066,-110.704712,1
31.854886,-110.960333,2
32.296916,-110.872095,1
32.266042,-110.865439,2
32.411958,-110.96842,1
32.294969,-110.84262,2
32.219053,-110.986109,3
32.418069,-110.998171,1
32.332178,-110.862068,2
31.853882,-110.960695,1
32.405546,-110.964714,2
32.298972,-110.832554,1
32.433748,-111.053995,1
32.455744,-111.036562,3
32.330213,-110.87353,2
32.246575,-110.704338,2
32.315081,-110.90459,2
32.607905,-110.748918,1
32.457296,-110.990471,2
32.311847,-110.944275,1
32.079287,-110.661611,1
32.329617,-110.886725,1
32.504862,-110.872012,2
32.343288,-110.929926,2
32.282552,-110.825405,2
32.324773,-110.879253,2
32.312599,-110.918226,2
32.346514,-110.949772,2
32.298502,-110.9056,2
32.339167,-110.939364,2
32.434548,-110.978829,2
32.31355,-110.857001,1
32.422703,-111.019638,2
32.34449,-110.95775,2
32.288877,-110.813307,1
32.304104,-110.923386,1
32.314355,-110.930621,1
32.278246,-110.819189,1
32.324205,-110.843814,2
32.397709,-110.993183,1
32.276769,-110.829219,1
32.2645,-110.808671,4
32.379258,-110.983998,1
32.316848,-110.838168,2
32.439254,-110.978732,2
32.410758,-110.967541,2
32.276868,-110.838316,2
32.300872,-110.912122,2
32.310712,-110.841822,2
32.456827,-110.9532,2
32.293079,-110.938633,1
32.321979,-110.848604,2
32.259891,-110.849307,2
32.295166,-110.867349,1
32.459387,-111.010027,2
32.408755,-111.031812,2
32.274192,-110.877309,1
32.409326,-111.032691,1
32.321247,-110.849381,2
32.587407,-110.915902,2
32.323796,-110.878835,2
32.299728,-110.738799,2
31.656466,-110.636655,2
32.529879,-110.897203,2
32.398156,-111.077636,1
32.429903,-111.067318,2
32.415065,-110.94935,1
32.317306,-110.924314,2
32.266151,-110.717321,2
31.637039,-111.048371,2
32.276522,-110.714677,1
32.459471,-110.979233,2
32.255187,-110.852954,1
32.480044,-111.056117,2
32.057222,-110.095713,4
32.282504,-111.112175,2
32.346711,-110.939213,2
32.278647,-110.723805,2
32.327266,-110.947576,1
32.346404,-110.938424,1
32.308352,-110.742518,1
32.230184,-110.940104,2
32.318378,-110.875861,1
32.316865,-110.900887,2
32.101802,-110.678536,2
32.298991,-110.866786,1
32.288339,-110.867104,1
32.32797,-110.94364,1
32.550826,-110.857585,1
32.277791,-110.837354,1
32.184368,-110.746657,1
32.430552,-110.990813,2
32.325477,-110.876607,1
32.454749,-110.990367,2
32.278021,-110.813412,1
32.437797,-111.028633,1
32.455967,-111.075867,2
32.308537,-110.921178,2
32.293822,-110.726624,1
32.28924,-110.814283,2
32.129735,-110.610287,1
32.32208,-110.898034,2
32.219343,-110.986049,2
32.280369,-110.895182,2
32.271496,-110.73881,4
32.335054,-110.984526,1
32.304181,-110.787866,2
32.295054,-110.867919,1
32.412474,-110.933919,1
32.286358,-110.869289,2
32.457189,-110.993794,2
32.317413,-110.901395,2
32.268453,-110.756365,2
32.343514,-110.928622,1
32.436738,-110.985,1
32.445279,-111.007016,2
32.243554,-110.724144,1
32.396079,-110.98379,1
32.166658,-110.745624,1
32.310394,-110.833096,1
32.438862,-111.057584,2
32.263059,-110.861635,2
32.421816,-111.024568,1
32.295175,-110.832325,2
32.320999,-110.906701,2
32.381265,-110.984933,2
32.446325,-110.987444,1
32.299793,-110.948183,1
32.406283,-110.970404,2
31.842048,-110.966984,2
32.54168,-110.858935,2
32.235187,-110.964542,2
32.330391,-110.859326,2
32.297185,-110.923707,2
32.30516,-110.793879,3
32.277437,-110.887182,1
32.280467,-110.829197,1
32.245449,-111.041471,1
32.313062,-110.871191,2
32.246917,-111.040193,1
32.314732,-111.090181,1
32.215268,-110.972187,2
32.587023,-110.92614,2
32.27566,-110.812342,1
32.251429,-110.795118,1
32.342365,-110.926831,2
32.41292,-111.050437,1
32.45928,-110.967793,2
31.839576,-111.00902,1
32.334317,-110.902597,1
32.277976,-110.849218,1
32.447311,-110.986706,2
32.313902,-110.963102,2
32.303483,-110.843571,2
32.46744,-110.987162,2
32.440738,-111.061622,2
32.365834,-110.966905,1
32.267699,-110.717421,2
32.318266,-110.836231,2
32.335454,-110.894648,2
32.249037,-110.777255,1
32.236174,-110.723564,2
32.321263,-110.897529,2
32.097552,-110.677244,1
32.321643,-110.859501,1
32.316325,-110.838669,3
32.294528,-110.921727,2
32.310752,-111.082523,1
32.535781,-110.895296,1
32.283996,-110.821628,2
32.281014,-110.821623,2
32.508861,-110.883055,4
32.342084,-110.948044,2
32.387493,-110.97039,1
32.40363,-110.967454,2
32.340593,-111.12493,2
32.399744,-110.943944,2
32.458298,-111.095096,2
32.414807,-110.943903,2
32.310981,-110.869149,1
32.246843,-110.719731,2
32.426893,-111.053097,1
32.284981,-110.890327,2
32.468029,-111.010677,3
32.318978,-110.87194,2
31.937207,-110.998885,1
32.315071,-110.829223,1
32.425555,-110.98794,2
32.473032,-110.995365,3
32.322468,-110.867433,2
32.464474,-111.078134,2
32.28526,-110.91244,1
32.271939,-110.728858,1
32.319277,-110.848041,2
32.305571,-110.944253,1
32.435778,-110.985749,2
32.335199,-111.100049,1
32.320625,-110.856652,1
32.314304,-110.920687,2
32.306472,-111.061493,1
32.532536,-110.868705,1
31.791318,-111.038892,1
32.325918,-110.843537,2
32.27523,-110.732897,1
32.322254,-110.849721,2
32.460123,-111.088483,1
32.330665,-110.860852,3
32.456851,-110.9541,2
32.145539,-110.735149,2
32.339713,-110.933941,1
32.272649,-110.751977,1
32.316415,-110.841911,2
32.323695,-110.852359,3
32.327916,-110.885186,3
32.459098,-110.970342,2
32.253084,-110.854626,1
32.418259,-111.054425,2
32.296709,-110.887753,1
32.313546,-110.951114,1
32.198765,-111.033874,1
32.333062,-110.958956,1
32.346691,-110.942612,2
32.316319,-110.83868,2
32.443142,-111.096998,2
32.314942,-110.880184,1
32.457253,-110.979705,1
32.3238,-110.878834,3
32.459985,-110.969797,2
31.930788,-110.083468,1
32.285663,-110.904859,2
31.854446,-110.960495,1
32.248694,-110.707305,1
32.282086,-110.85238,1
32.465432,-110.993147,3
32.462017,-110.925584,1
32.408856,-110.987406,1
31.712338,-109.826222,1
32.438994,-111.056028,2
32.318292,-110.905564,2
32.32246,-110.864049,2
32.283997,-110.821628,2
32.477745,-111.054938,2
31.668299,-110.644308,0
32.426912,-110.986171,2
32.43737,-111.003525,2
32.33961,-110.930069,1
32.317476,-110.93373,1
32.404235,-110.964597,2
32.341403,-110.942158,3
32.270439,-110.821082,1
32.434199,-111.02565,1
32.459268,-111.095782,1
32.304177,-110.909017,2
32.275621,-110.720398,1
32.302692,-110.73013,1
32.329107,-110.908015,2
32.305911,-110.85074,2
32.312627,-111.090229,1
32.224069,-110.745555,1
32.169466,-110.754662,1
32.445828,-110.96312,1
32.463661,-110.975165,2
32.483251,-111.046558,2
32.240344,-110.704968,1
32.313038,-110.930405,2
32.254056,-110.851873,2
32.394764,-110.971901,2
32.321171,-110.833948,2
32.550382,-110.859221,1
32.300632,-110.913394,2
32.305627,-110.885736,1
32.548989,-110.857365,2
32.39444,-111.019177,1
32.307071,-110.865625,1
32.322463,-110.867433,2
32.261347,-110.784778,1
32.224401,-110.747527,2
32.219062,-110.986032,4
32.386603,-110.973746,2
32.217872,-110.986212,2
32.246844,-110.717951,1
32.176249,-110.742643,1
32.417516,-111.054853,2
32.255156,-110.81588,4
32.335701,-110.922451,2
32.38225,-110.979978,1
32.303147,-110.951214,1
32.331381,-110.886343,2
32.309662,-110.928052,1
32.409412,-110.984173,1
32.329807,-110.888839,1
32.299075,-110.917248,2
32.276752,-110.71358,2
32.322305,-110.869827,2
32.407756,-110.967763,2
32.325052,-110.886413,2
32.451596,-111.039845,4
32.45318,-111.063603,4
32.338794,-110.932881,2
32.321913,-110.849608,2
32.325606,-111.093134,1
32.435518,-110.979114,1
32.311754,-110.872108,2
32.421979,-111.008899,1
32.217178,-110.920819,1
31.356362,-110.3782,4
32.346051,-110.935057,2
32.24074,-111.042519,1
32.301947,-110.84444,2
32.18855,-110.75012,1
32.301941,-111.09808,2
32.415039,-110.948374,2
32.325176,-110.873356,2
32.450086,-110.982604,2
32.550528,-110.858799,2
32.464256,-110.984983,2
32.232588,-110.928964,1
32.2597,-110.814585,1
32.325539,-110.840807,2
32.214565,-111.035502,1
32.304519,-110.883537,1
32.244449,-111.073119,1
32.295634,-110.74725,1
32.317116,-110.943617,2
32.328496,-110.906649,2
32.270978,-110.733059,2
32.388109,-110.950512,1
32.307983,-110.928432,2
32.327581,-110.87353,2
31.878301,-110.144826,1
32.305714,-110.880164,2
32.289378,-110.817418,1
32.449669,-111.020029,4
32.276566,-110.826002,1
32.303744,-110.944157,2
32.469199,-111.100441,4
31.562185,-111.04463,4
32.530481,-110.857178,2
32.333039,-110.928785,1
32.437365,-110.986622,1
32.334972,-111.103725,2
32.466866,-111.089967,3
32.458501,-111.069229,1
32.252868,-110.737164,1
32.469678,-111.100808,2
32.40919,-110.97797,2
32.304348,-110.92919,1
32.322799,-110.857759,1
32.338445,-110.938324,2
32.534377,-110.861093,2
32.291938,-110.844495,2
32.290474,-110.931119,2
32.216755,-110.920994,2
32.460683,-111.029867,2
32.285697,-110.911345,2
32.217621,-110.749722,1
32.228009,-110.925612,1
32.317219,-110.957059,1
32.383574,-111.054465,1
32.228471,-110.921369,2
32.460562,-110.969462,1
32.324793,-110.871873,2
32.456645,-110.879601,1
32.385385,-110.948845,1
32.425829,-110.984011,2
32.240648,-110.697708,2
32.456307,-110.952628,2
32.453815,-110.989607,1
32.29907,-110.917251,2
32.330616,-110.960042,1
32.274572,-110.821346,1
32.211754,-111.047938,1
32.393749,-111.014872,1
32.467491,-111.008468,2
32.33294,-110.931512,1
32.306883,-110.77492,2
32.388489,-111.01423,1
32.434202,-111.026919,2
32.545637,-110.856469,2
32.329884,-110.926611,1
32.459021,-110.997466,2
32.318244,-110.836644,2
32.407183,-110.968209,1
31.878328,-110.940656,1
32.26296,-110.846786,2
32.344254,-110.94642,1
32.26677,-110.732457,2
32.463057,-110.97364,3
32.334517,-110.904684,2
32.412283,-111.051857,1
32.464518,-111.086995,1
32.314506,-111.187739,1
32.280909,-110.877285,1
32.313344,-110.869855,2
32.126069,-110.639133,1
34.236965,-110.088835,1
32.352719,-111.020194,1
32.27051,-110.765143,2
32.335791,-110.877611,1
32.342093,-110.921255,1
32.281855,-110.832363,1
32.325372,-110.926298,2
32.338693,-110.942869,2
32.329752,-110.893561,2
32.317565,-110.926528,2
32.261698,-110.743782,1
32.322487,-110.852516,2
32.40867,-110.964519,2
32.381589,-110.969863,1
32.386384,-111.087247,2
32.332445,-110.9084,2
32.445135,-111.001746,2
32.320396,-110.826959,2
32.319662,-110.848583,1
32.263196,-110.879346,2
32.515766,-110.901598,2
32.259321,-110.858008,1
32.403838,-110.988578,2
32.471061,-110.961291,3
31.601812,-111.066643,2
32.316401,-110.838149,3
31.763265,-110.667593,1
32.296885,-110.922819,1
32.420945,-111.021414,2
32.452166,-110.987133,1
32.454763,-110.95009,2
32.320613,-110.901471,1
32.314017,-110.920257,2
32.329473,-110.934306,2
32.320825,-110.827672,2
32.314656,-110.939003,2
32.323228,-110.83367,2
32.306725,-110.85371,2
32.404952,-110.966809,2
32.461886,-110.967718,2
32.328159,-110.868639,2
32.259228,-110.861402,1
32.459265,-111.06979,2
32.323863,-110.861336,2
32.398152,-111.076927,1
32.399594,-110.941285,2
32.297331,-110.841477,1
32.295924,-110.916717,2
32.250559,-110.740402,1
32.329991,-111.100539,1
32.329442,-110.893857,2
32.315277,-110.953046,2
32.234493,-111.053151,3
32.334625,-110.902088,2
32.399915,-110.988972,1
32.267052,-110.701025,1
32.258122,-110.859019,2
32.303879,-110.819012,1
32.44746,-110.9628,2
31.720431,-110.740635,1
32.233638,-110.929205,2
32.293025,-110.832078,1
32.433075,-110.975998,1
31.585538,-111.085147,2
32.335651,-110.912821,2
31.930117,-110.046982,1
32.447012,-110.963742,1
32.239376,-110.939104,1
32.327363,-110.930739,3
32.323465,-110.883238,1
32.375954,-111.025879,1
32.316301,-111.080803,2
32.463875,-111.076036,2
31.97294,-110.71289,1
32.288869,-110.737264,2
32.469842,-111.106137,2
32.2871,-110.931386,1
32.283092,-110.83098,2
32.27409,-110.764219,1
32.258279,-110.857029,1
32.324658,-110.835229,2
32.441173,-111.011041,1
32.350142,-110.943145,2
32.258628,-110.737086,1
32.321629,-110.90433,2
32.288307,-110.824995,2
32.289098,-110.895103,1
32.440927,-111.041029,1
32.2613,-110.847531,1
32.384399,-110.952228,1
32.334024,-110.924829,1
32.26874,-110.748083,1
32.290385,-110.727023,1
32.346884,-110.951711,2
32.384667,-110.947126,2
32.305266,-110.879938,1
32.318022,-110.859923,2
32.343443,-110.939583,2
32.409235,-110.965062,2
32.304249,-110.933703,3
32.321461,-110.910188,1
32.465086,-110.985785,2
32.320771,-110.837592,2
32.330197,-110.878426,1
31.842606,-110.970832,1
32.332135,-110.892288,1
31.553346,-110.943142,2
32.226886,-110.932176,1
32.274444,-110.730242,2
32.317203,-110.899014,1
31.955036,-110.793032,1
32.290273,-110.913576,1
32.289098,-110.795082,1
32.392277,-111.082247,1
32.333171,-110.895941,1
32.316423,-110.919914,1
32.439469,-111.06014,3
32.22372,-110.863154,1
32.441363,-111.094976,2
32.418523,-111.013783,2
32.338507,-110.93066,1
32.320281,-110.905564,2
32.46349,-111.088929,1
32.443745,-111.09693,2
32.289059,-110.781531,1
32.251879,-110.85261,1
32.541537,-110.858323,2
32.22889,-110.939017,2
32.327303,-110.866368,2
32.32251,-110.853166,2
32.281519,-110.862841,2
32.310484,-110.949838,2
32.436276,-111.066943,1
32.303463,-110.924042,1
32.463786,-111.087307,1
32.359485,-111.026297,2
32.431995,-111.047785,1
32.316771,-110.919567,1
32.471382,-110.995869,2
32.342079,-110.921247,1
31.665591,-111.239157,2
32.240927,-110.939852,1
32.235002,-111.069159,1
32.319138,-110.942298,2
32.336627,-110.907943,2
32.295153,-110.885261,1
32.270122,-110.766125,1
32.35877,-111.136592,1
32.332582,-110.869568,1
32.323459,-110.866109,1
32.349232,-110.94421,3
32.408088,-111.0638,1
32.311346,-110.851266,1
32.328541,-110.983115,1
32.319246,-110.902882,2
32.279109,-110.87176,2
32.343905,-110.948344,2
32.294634,-110.925284,2
32.314679,-110.832948,1
32.26025,-110.954381,2
32.241045,-110.714713,2
32.299064,-110.751873,2
32.294902,-110.882798,3
32.285265,-110.853003,2
32.26183,-110.886782,2
32.459727,-111.089596,2
32.293608,-110.781742,1
32.253704,-110.794018,1
32.331167,-110.877379,3
32.325818,-110.844847,2
32.327179,-110.869314,2
32.258781,-110.849293,1
32.298673,-110.779479,2
32.402827,-110.989165,2
32.318308,-110.907872,2
32.309891,-110.902726,1
32.336159,-110.924653,1
32.412534,-111.051284,1
32.329362,-110.879537,2
32.33321,-110.971921,2
31.836922,-111.000925,1
32.278871,-110.812666,1
31.648804,-111.03131,1
32.224218,-110.93219,1
32.324874,-110.891704,2
32.243765,-110.694079,2
32.467823,-111.000439,2
32.342219,-110.920368,2
32.294651,-110.886481,1
32.292127,-110.919746,1
32.46557,-111.121166,2
32.310823,-110.85289,1
32.275781,-110.863009,2
32.319082,-110.959289,2
31.855688,-110.961718,1
32.33558,-110.916623,2
32.429633,-110.987099,2
32.47211,-111.093129,4
32.224724,-110.941211,3
32.544165,-110.861399,1
32.461711,-111.092245,1
32.432898,-111.072015,1
32.327055,-110.868605,1
32.309435,-110.941081,1
32.460326,-111.08954,2
32.320316,-110.939085,2
32.272471,-110.702035,2
32.26623,-110.707854,1
32.341289,-110.94051,1
32.280192,-110.917049,1
32.341397,-110.913585,2
32.467311,-110.99579,2
32.40383,-110.989106,2
32.429582,-110.984595,1
32.433145,-110.979463,1
32.289333,-110.930187,2
32.427377,-110.982209,1
32.463817,-111.076801,2
32.388419,-111.01804,2
32.283427,-110.885532,1
32.266205,-110.765909,2
32.411534,-111.028247,2
32.314304,-110.863504,1
32.228491,-110.932043,2
32.263332,-110.863993,2
32.351352,-109.935643,2
32.459946,-110.951918,2
32.33553,-110.933873,2
32.333796,-110.895483,2
