MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,fireplaces,HOA,floor_covering_luxury,floor_covering_standard,kitchen_features_luxury,kitchen_features_standard,price_per_ft,price_per_bed_room,bathrooms_per_bedroom,geometry,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
21202055,650000.0,85614,-111.02,31.84,10.0,5064,2007,3,3,3106.0,2.0,2,0.0,0,1,0,1,209.27237604636187,216666.66666666663,1.0,"POLYGON ((-110.892999 31.756123, -110.89299948152734 31.756113198285966, -110.89300092147197 31.756103490967796, -110.89300330596643 31.756093971532273, -110.89300661204676 31.756084731656763, -110.89301080787357 31.756075860326316, -110.89301585303878 31.756067442976697, -110.89302169895467 31.75605956067158, -110.89302828932189 31.75605228932188, -110.89303556067159 31.75604569895466, -110.8930434429767 31.756039853038768, -110.89305186032632 31.756034807873565, -110.89306073165677 31.756030612046747, -110.89306997153228 31.756027305966427, -110.8930794909678 31.75602492147196, -110.89308919828598 31.756023481527333, -110.893099 31.756023, -110.89310880171404 31.756023481527333, -110.8931185090322 31.75602492147196, -110.89312802846773 31.756027305966427, -110.89313726834324 31.756030612046747, -110.89314613967369 31.756034807873565, -110.89315455702331 31.756039853038768, -110.89316243932842 31.75604569895466, -110.89316971067812 31.75605228932188, -110.89317630104534 31.75605956067158, -110.89318214696124 31.756067442976697, -110.89318719212645 31.756075860326316, -110.89319138795325 31.756084731656763, -110.89319469403358 31.756093971532273, -110.89319707852805 31.756103490967796, -110.89319851847267 31.756113198285966, -110.89319900000001 31.756123, -110.89319851847267 31.75613280171403, -110.89319707852805 31.756142509032202, -110.89319469403358 31.756152028467724, -110.89319138795325 31.756161268343234, -110.89318719212645 31.75617013967368, -110.89318214696124 31.7561785570233, -110.89317630104534 31.756186439328417, -110.89316971067812 31.75619371067812, -110.89316243932842 31.756200301045336, -110.89315455702331 31.75620614696123, -110.89314613967369 31.756211192126433, -110.89313726834324 31.75621538795325, -110.89312802846773 31.75621869403357, -110.8931185090322 31.75622107852804, -110.89310880171404 31.756222518472665, -110.893099 31.756223, -110.89308919828598 31.756222518472665, -110.8930794909678 31.75622107852804, -110.89306997153228 31.75621869403357, -110.89306073165677 31.75621538795325, -110.89305186032632 31.756211192126433, -110.8930434429767 31.75620614696123, -110.89303556067159 31.756200301045336, -110.89302828932189 31.75619371067812, -110.89302169895467 31.756186439328417, -110.89301585303878 31.7561785570233, -110.89301080787357 31.75617013967368, -110.89300661204676 31.756161268343234, -110.89300330596643 31.756152028467724, -110.89300092147197 31.756142509032202, -110.89299948152734 31.75613280171403, -110.892999 31.756123))",,,,,Not Found,,,,,,,,,,,
21828594,779000.0,85641,-110.69,32.02,10.0,6445,1991,4,4,4074.0,5.0,2,0.0,0,1,1,0,191.21256750122728,194750.0,1.0,"POLYGON ((-110.735491 31.930863, -110.73549148152733 31.930853198285966, -110.73549292147196 31.930843490967796, -110.73549530596642 31.930833971532273, -110.73549861204675 31.930824731656763, -110.73550280787356 31.930815860326316, -110.73550785303877 31.930807442976697, -110.73551369895466 31.93079956067158, -110.73552028932188 31.93079228932188, -110.73552756067158 31.93078569895466, -110.7355354429767 31.930779853038768, -110.73554386032632 31.930774807873565, -110.73555273165677 31.930770612046746, -110.73556197153228 31.930767305966427, -110.7355714909678 31.930764921471958, -110.73558119828597 31.930763481527332, -110.735591 31.930763, -110.73560080171403 31.930763481527332, -110.7356105090322 31.930764921471958, -110.73562002846772 31.930767305966427, -110.73562926834323 31.930770612046746, -110.73563813967368 31.930774807873565, -110.7356465570233 31.930779853038768, -110.73565443932841 31.93078569895466, -110.73566171067812 31.93079228932188, -110.73566830104534 31.93079956067158, -110.73567414696123 31.930807442976697, -110.73567919212644 31.930815860326316, -110.73568338795324 31.930824731656763, -110.73568669403357 31.930833971532273, -110.73568907852804 31.930843490967796, -110.73569051847267 31.930853198285966, -110.735691 31.930863, -110.73569051847267 31.93087280171403, -110.73568907852804 31.9308825090322, -110.73568669403357 31.930892028467724, -110.73568338795324 31.930901268343234, -110.73567919212644 31.93091013967368, -110.73567414696123 31.9309185570233, -110.73566830104534 31.930926439328417, -110.73566171067812 31.93093371067812, -110.73565443932841 31.930940301045336, -110.7356465570233 31.93094614696123, -110.73563813967368 31.930951192126432, -110.73562926834323 31.93095538795325, -110.73562002846772 31.93095869403357, -110.7356105090322 31.93096107852804, -110.73560080171403 31.930962518472665, -110.735591 31.930963, -110.73558119828597 31.930962518472665, -110.7355714909678 31.93096107852804, -110.73556197153228 31.93095869403357, -110.73555273165677 31.93095538795325, -110.73554386032632 31.930951192126432, -110.7355354429767 31.93094614696123, -110.73552756067158 31.930940301045336, -110.73552028932188 31.93093371067812, -110.73551369895466 31.930926439328417, -110.73550785303877 31.9309185570233, -110.73550280787356 31.93091013967368, -110.73549861204675 31.930901268343234, -110.73549530596642 31.930892028467724, -110.73549292147196 31.9308825090322, -110.73549148152733 31.93087280171403, -110.735491 31.930863))",,,,,Not Found,,,,,,,,,,,
21410715,700000.0,85645,-111.06,31.7,172.76,7501,2000,3,3,2781.0,2.0,3,0.0,0,1,0,1,251.70801869831,233333.3333333333,1.0,"POLYGON ((-111.235396 31.660699, -111.23539648152733 31.66068919828597, -111.23539792147196 31.660679490967798, -111.23540030596642 31.660669971532275, -111.23540361204675 31.660660731656765, -111.23540780787356 31.66065186032632, -111.23541285303877 31.6606434429767, -111.23541869895466 31.660635560671583, -111.23542528932188 31.66062828932188, -111.23543256067158 31.660621698954664, -111.2354404429767 31.66061585303877, -111.23544886032631 31.660610807873567, -111.23545773165677 31.66060661204675, -111.23546697153228 31.66060330596643, -111.2354764909678 31.66060092147196, -111.23548619828597 31.660599481527335, -111.235496 31.660599, -111.23550580171403 31.660599481527335, -111.2355155090322 31.66060092147196, -111.23552502846772 31.66060330596643, -111.23553426834323 31.66060661204675, -111.23554313967368 31.660610807873567, -111.2355515570233 31.66061585303877, -111.23555943932841 31.660621698954664, -111.23556671067811 31.66062828932188, -111.23557330104533 31.660635560671583, -111.23557914696123 31.6606434429767, -111.23558419212644 31.66065186032632, -111.23558838795324 31.660660731656765, -111.23559169403357 31.660669971532275, -111.23559407852804 31.660679490967798, -111.23559551847266 31.66068919828597, -111.235596 31.660699, -111.23559551847266 31.660708801714033, -111.23559407852804 31.660718509032204, -111.23559169403357 31.660728028467727, -111.23558838795324 31.660737268343237, -111.23558419212644 31.660746139673684, -111.23557914696123 31.660754557023303, -111.23557330104533 31.66076243932842, -111.23556671067811 31.66076971067812, -111.23555943932841 31.66077630104534, -111.2355515570233 31.660782146961232, -111.23554313967368 31.660787192126435, -111.23553426834323 31.660791387953253, -111.23552502846772 31.660794694033573, -111.2355155090322 31.66079707852804, -111.23550580171403 31.660798518472667, -111.235496 31.660799, -111.23548619828597 31.660798518472667, -111.2354764909678 31.66079707852804, -111.23546697153228 31.660794694033573, -111.23545773165677 31.660791387953253, -111.23544886032631 31.660787192126435, -111.2354404429767 31.660782146961232, -111.23543256067158 31.66077630104534, -111.23542528932188 31.66076971067812, -111.23541869895466 31.66076243932842, -111.23541285303877 31.660754557023303, -111.23540780787356 31.660746139673684, -111.23540361204675 31.660737268343237, -111.23540030596642 31.660728028467727, -111.23539792147196 31.660718509032204, -111.23539648152733 31.660708801714033, -111.235396 31.660699))",,,,,Not Found,,,,,,,,,,,
21625205,775000.0,85648,-109.21,33.95,76.92,5159,2000,3,4,4800.0,6.0,5,35.0,0,1,0,1,161.45833333333334,258333.3333333333,1.3333333333333333,"POLYGON ((-110.911762 31.59202, -110.91176248152733 31.59201019828597, -110.91176392147196 31.5920004909678, -110.91176630596642 31.591990971532276, -110.91176961204675 31.591981731656766, -110.91177380787356 31.59197286032632, -110.91177885303877 31.5919644429767, -110.91178469895466 31.591956560671584, -110.91179128932188 31.59194928932188, -110.91179856067158 31.591942698954664, -110.9118064429767 31.59193685303877, -110.91181486032632 31.591931807873568, -110.91182373165677 31.59192761204675, -110.91183297153228 31.59192430596643, -110.9118424909678 31.59192192147196, -110.91185219828597 31.591920481527335, -110.911862 31.591920000000002, -110.91187180171403 31.591920481527335, -110.9118815090322 31.59192192147196, -110.91189102846772 31.59192430596643, -110.91190026834323 31.59192761204675, -110.91190913967368 31.591931807873568, -110.9119175570233 31.59193685303877, -110.91192543932841 31.591942698954664, -110.91193271067812 31.59194928932188, -110.91193930104534 31.591956560671584, -110.91194514696123 31.5919644429767, -110.91195019212644 31.59197286032632, -110.91195438795324 31.591981731656766, -110.91195769403357 31.591990971532276, -110.91196007852804 31.5920004909678, -110.91196151847267 31.59201019828597, -110.911962 31.59202, -110.91196151847267 31.592029801714034, -110.91196007852804 31.592039509032205, -110.91195769403357 31.592049028467727, -110.91195438795324 31.592058268343237, -110.91195019212644 31.592067139673684, -110.91194514696123 31.592075557023303, -110.91193930104534 31.59208343932842, -110.91193271067812 31.59209071067812, -110.91192543932841 31.59209730104534, -110.9119175570233 31.592103146961232, -110.91190913967368 31.592108192126435, -110.91190026834323 31.592112387953254, -110.91189102846772 31.592115694033573, -110.9118815090322 31.592118078528042, -110.91187180171403 31.592119518472668, -110.911862 31.59212, -110.91185219828597 31.592119518472668, -110.9118424909678 31.592118078528042, -110.91183297153228 31.592115694033573, -110.91182373165677 31.592112387953254, -110.91181486032632 31.592108192126435, -110.9118064429767 31.592103146961232, -110.91179856067158 31.59209730104534, -110.91179128932188 31.59209071067812, -110.91178469895466 31.59208343932842, -110.91177885303877 31.592075557023303, -110.91177380787356 31.592067139673684, -110.91176961204675 31.592058268343237, -110.91176630596642 31.592049028467727, -110.91176392147196 31.592039509032205, -110.91176248152733 31.592029801714034, -110.911762 31.59202))",,,,,Not Found,,,,,,,,,,,
21312769,796000.0,85755,-110.78,31.95,4.55,6985,2000,4,4,4190.0,6.0,1,0.0,1,0,0,1,189.9761336515513,199000.0,1.0,"POLYGON ((-111.004306 32.430123, -111.00430648152734 32.430113198285966, -111.00430792147196 32.4301034909678, -111.00431030596643 32.43009397153228, -111.00431361204676 32.43008473165676, -111.00431780787356 32.43007586032632, -111.00432285303877 32.4300674429767, -111.00432869895467 32.43005956067159, -111.00433528932189 32.430052289321885, -111.00434256067159 32.430045698954665, -111.0043504429767 32.43003985303877, -111.00435886032632 32.43003480787357, -111.00436773165677 32.43003061204675, -111.00437697153228 32.430027305966426, -111.0043864909678 32.43002492147196, -111.00439619828597 32.430023481527336, -111.004406 32.430023, -111.00441580171403 32.430023481527336, -111.0044255090322 32.43002492147196, -111.00443502846773 32.430027305966426, -111.00444426834324 32.43003061204675, -111.00445313967369 32.43003480787357, -111.0044615570233 32.43003985303877, -111.00446943932842 32.430045698954665, -111.00447671067812 32.430052289321885, -111.00448330104534 32.43005956067159, -111.00448914696123 32.4300674429767, -111.00449419212644 32.43007586032632, -111.00449838795325 32.43008473165676, -111.00450169403358 32.43009397153228, -111.00450407852804 32.4301034909678, -111.00450551847267 32.430113198285966, -111.004506 32.430123, -111.00450551847267 32.43013280171404, -111.00450407852804 32.4301425090322, -111.00450169403358 32.430152028467724, -111.00449838795325 32.43016126834324, -111.00449419212644 32.430170139673685, -111.00448914696123 32.430178557023304, -111.00448330104534 32.430186439328416, -111.00447671067812 32.43019371067812, -111.00446943932842 32.43020030104534, -111.0044615570233 32.43020614696123, -111.00445313967369 32.430211192126436, -111.00444426834324 32.430215387953254, -111.00443502846773 32.43021869403358, -111.0044255090322 32.43022107852804, -111.00441580171403 32.43022251847267, -111.004406 32.430223000000005, -111.00439619828597 32.43022251847267, -111.0043864909678 32.43022107852804, -111.00437697153228 32.43021869403358, -111.00436773165677 32.430215387953254, -111.00435886032632 32.430211192126436, -111.0043504429767 32.43020614696123, -111.00434256067159 32.43020030104534, -111.00433528932189 32.43019371067812, -111.00432869895467 32.430186439328416, -111.00432285303877 32.430178557023304, -111.00431780787356 32.430170139673685, -111.00431361204676 32.43016126834324, -111.00431030596643 32.430152028467724, -111.00430792147196 32.4301425090322, -111.00430648152734 32.43013280171404, -111.004306 32.430123))",,,,,Not Found,,,,,,,,,,,
21631245,715000.0,85622,-111.02,31.84,4.72,3841,1998,4,5,3100.0,5.0,2,0.0,0,1,0,1,230.6451612903226,178750.0,1.25,"POLYGON ((-111.04087899999999 31.804847, -111.04087948152733 31.804837198285966, -111.04088092147195 31.804827490967796, -111.04088330596642 31.804817971532273, -111.04088661204675 31.804808731656763, -111.04089080787355 31.804799860326316, -111.04089585303876 31.804791442976697, -111.04090169895466 31.80478356067158, -111.04090828932188 31.80477628932188, -111.04091556067158 31.80476969895466, -111.04092344297669 31.804763853038768, -111.04093186032631 31.804758807873565, -111.04094073165676 31.804754612046747, -111.04094997153227 31.804751305966427, -111.0409594909678 31.80474892147196, -111.04096919828596 31.804747481527333, -111.040979 31.804747, -111.04098880171402 31.804747481527333, -111.04099850903219 31.80474892147196, -111.04100802846772 31.804751305966427, -111.04101726834323 31.804754612046747, -111.04102613967368 31.804758807873565, -111.0410345570233 31.804763853038768, -111.04104243932841 31.80476969895466, -111.04104971067811 31.80477628932188, -111.04105630104533 31.80478356067158, -111.04106214696122 31.804791442976697, -111.04106719212643 31.804799860326316, -111.04107138795324 31.804808731656763, -111.04107469403357 31.804817971532273, -111.04107707852803 31.804827490967796, -111.04107851847266 31.804837198285966, -111.041079 31.804847, -111.04107851847266 31.80485680171403, -111.04107707852803 31.804866509032202, -111.04107469403357 31.804876028467724, -111.04107138795324 31.804885268343234, -111.04106719212643 31.80489413967368, -111.04106214696122 31.8049025570233, -111.04105630104533 31.804910439328417, -111.04104971067811 31.80491771067812, -111.04104243932841 31.804924301045336, -111.0410345570233 31.80493014696123, -111.04102613967368 31.804935192126432, -111.04101726834323 31.80493938795325, -111.04100802846772 31.80494269403357, -111.04099850903219 31.80494507852804, -111.04098880171402 31.804946518472665, -111.040979 31.804947, -111.04096919828596 31.804946518472665, -111.0409594909678 31.80494507852804, -111.04094997153227 31.80494269403357, -111.04094073165676 31.80493938795325, -111.04093186032631 31.804935192126432, -111.04092344297669 31.80493014696123, -111.04091556067158 31.804924301045336, -111.04090828932188 31.80491771067812, -111.04090169895466 31.804910439328417, -111.04089585303876 31.8049025570233, -111.04089080787355 31.80489413967368, -111.04088661204675 31.804885268343234, -111.04088330596642 31.804876028467724, -111.04088092147195 31.804866509032202, -111.04087948152733 31.80485680171403, -111.04087899999999 31.804847))",,,,,Not Found,,,,,,,,,,,
21904074,725000.0,85630,-111.79,33.14,36.87,6096,2004,4,4,3958.0,2.5,2,39.0,1,0,0,1,183.1733198585144,181250.0,1.0,"POLYGON ((-110.046882 31.930117, -110.04688248152733 31.930107198285967, -110.04688392147196 31.930097490967796, -110.04688630596642 31.930087971532274, -110.04688961204675 31.930078731656764, -110.04689380787356 31.930069860326316, -110.04689885303877 31.930061442976697, -110.04690469895466 31.93005356067158, -110.04691128932188 31.93004628932188, -110.04691856067159 31.930039698954662, -110.0469264429767 31.93003385303877, -110.04693486032632 31.930028807873565, -110.04694373165677 31.930024612046747, -110.04695297153228 31.930021305966427, -110.0469624909678 31.93001892147196, -110.04697219828597 31.930017481527333, -110.046982 31.930017, -110.04699180171403 31.930017481527333, -110.0470015090322 31.93001892147196, -110.04701102846772 31.930021305966427, -110.04702026834323 31.930024612046747, -110.04702913967368 31.930028807873565, -110.0470375570233 31.93003385303877, -110.04704543932841 31.930039698954662, -110.04705271067812 31.93004628932188, -110.04705930104534 31.93005356067158, -110.04706514696123 31.930061442976697, -110.04707019212644 31.930069860326316, -110.04707438795324 31.930078731656764, -110.04707769403358 31.930087971532274, -110.04708007852804 31.930097490967796, -110.04708151847267 31.930107198285967, -110.047082 31.930117, -110.04708151847267 31.93012680171403, -110.04708007852804 31.930136509032202, -110.04707769403358 31.930146028467725, -110.04707438795324 31.930155268343235, -110.04707019212644 31.930164139673682, -110.04706514696123 31.9301725570233, -110.04705930104534 31.930180439328417, -110.04705271067812 31.93018771067812, -110.04704543932841 31.930194301045336, -110.0470375570233 31.93020014696123, -110.04702913967368 31.930205192126433, -110.04702026834323 31.93020938795325, -110.04701102846772 31.93021269403357, -110.0470015090322 31.93021507852804, -110.04699180171403 31.930216518472665, -110.046982 31.930217, -110.04697219828597 31.930216518472665, -110.0469624909678 31.93021507852804, -110.04695297153228 31.93021269403357, -110.04694373165677 31.93020938795325, -110.04693486032632 31.930205192126433, -110.0469264429767 31.93020014696123, -110.04691856067159 31.930194301045336, -110.04691128932188 31.93018771067812, -110.04690469895466 31.930180439328417, -110.04689885303877 31.9301725570233, -110.04689380787356 31.930164139673682, -110.04688961204675 31.930155268343235, -110.04688630596642 31.930146028467725, -110.04688392147196 31.930136509032202, -110.04688248152733 31.93012680171403, -110.046882 31.930117))",,,,,Not Found,,,,,,,,,,,
3053678,700000.0,85645,-111.06,31.7,172.76,7501,2000,3,3,3514.0,2.0,1,0.0,0,1,0,1,199.203187250996,233333.3333333333,1.0,"POLYGON ((-111.239537 31.662369, -111.23953748152734 31.66235919828597, -111.23953892147196 31.6623494909678, -111.23954130596643 31.662339971532276, -111.23954461204676 31.662330731656766, -111.23954880787356 31.66232186032632, -111.23955385303877 31.6623134429767, -111.23955969895466 31.662305560671584, -111.23956628932189 31.662298289321882, -111.23957356067159 31.662291698954665, -111.2395814429767 31.66228585303877, -111.23958986032632 31.662280807873568, -111.23959873165677 31.66227661204675, -111.23960797153228 31.66227330596643, -111.2396174909678 31.66227092147196, -111.23962719828597 31.662269481527336, -111.239637 31.662269000000002, -111.23964680171403 31.662269481527336, -111.2396565090322 31.66227092147196, -111.23966602846772 31.66227330596643, -111.23967526834323 31.66227661204675, -111.23968413967368 31.662280807873568, -111.2396925570233 31.66228585303877, -111.23970043932842 31.662291698954665, -111.23970771067812 31.662298289321882, -111.23971430104534 31.662305560671584, -111.23972014696123 31.6623134429767, -111.23972519212644 31.66232186032632, -111.23972938795325 31.662330731656766, -111.23973269403358 31.662339971532276, -111.23973507852804 31.6623494909678, -111.23973651847267 31.66235919828597, -111.239737 31.662369, -111.23973651847267 31.662378801714034, -111.23973507852804 31.662388509032205, -111.23973269403358 31.662398028467727, -111.23972938795325 31.662407268343237, -111.23972519212644 31.662416139673685, -111.23972014696123 31.662424557023304, -111.23971430104534 31.66243243932842, -111.23970771067812 31.66243971067812, -111.23970043932842 31.66244630104534, -111.2396925570233 31.662452146961233, -111.23968413967368 31.662457192126436, -111.23967526834323 31.662461387953254, -111.23966602846772 31.662464694033574, -111.2396565090322 31.662467078528042, -111.23964680171403 31.662468518472668, -111.239637 31.662469, -111.23962719828597 31.662468518472668, -111.2396174909678 31.662467078528042, -111.23960797153228 31.662464694033574, -111.23959873165677 31.662461387953254, -111.23958986032632 31.662457192126436, -111.2395814429767 31.662452146961233, -111.23957356067159 31.66244630104534, -111.23956628932189 31.66243971067812, -111.23955969895466 31.66243243932842, -111.23955385303877 31.662424557023304, -111.23954880787356 31.662416139673685, -111.23954461204676 31.662407268343237, -111.23954130596643 31.662398028467727, -111.23953892147196 31.662388509032205, -111.23953748152734 31.662378801714034, -111.239537 31.662369))",,,,,Not Found,,,,,,,,,,,
3059581,715000.0,85622,-111.02,31.84,4.72,3841,1998,4,5,3514.0,5.0,2,0.0,0,1,0,1,203.47182697780303,178750.0,1.25,"POLYGON ((-111.040515 31.804808, -111.04051548152734 31.80479819828597, -111.04051692147196 31.8047884909678, -111.04051930596643 31.804778971532276, -111.04052261204676 31.804769731656766, -111.04052680787356 31.80476086032632, -111.04053185303877 31.8047524429767, -111.04053769895467 31.804744560671583, -111.04054428932189 31.80473728932188, -111.04055156067159 31.804730698954664, -111.0405594429767 31.80472485303877, -111.04056786032632 31.804719807873568, -111.04057673165677 31.80471561204675, -111.04058597153228 31.80471230596643, -111.0405954909678 31.80470992147196, -111.04060519828597 31.804708481527335, -111.040615 31.804708, -111.04062480171403 31.804708481527335, -111.0406345090322 31.80470992147196, -111.04064402846772 31.80471230596643, -111.04065326834323 31.80471561204675, -111.04066213967369 31.804719807873568, -111.0406705570233 31.80472485303877, -111.04067843932842 31.804730698954664, -111.04068571067812 31.80473728932188, -111.04069230104534 31.804744560671583, -111.04069814696123 31.8047524429767, -111.04070319212644 31.80476086032632, -111.04070738795325 31.804769731656766, -111.04071069403358 31.804778971532276, -111.04071307852804 31.8047884909678, -111.04071451847267 31.80479819828597, -111.040715 31.804808, -111.04071451847267 31.804817801714034, -111.04071307852804 31.804827509032204, -111.04071069403358 31.804837028467727, -111.04070738795325 31.804846268343237, -111.04070319212644 31.804855139673684, -111.04069814696123 31.804863557023303, -111.04069230104534 31.80487143932842, -111.04068571067812 31.80487871067812, -111.04067843932842 31.80488530104534, -111.0406705570233 31.804891146961232, -111.04066213967369 31.804896192126435, -111.04065326834323 31.804900387953253, -111.04064402846772 31.804903694033573, -111.0406345090322 31.80490607852804, -111.04062480171403 31.804907518472668, -111.040615 31.804908, -111.04060519828597 31.804907518472668, -111.0405954909678 31.80490607852804, -111.04058597153228 31.804903694033573, -111.04057673165677 31.804900387953253, -111.04056786032632 31.804896192126435, -111.0405594429767 31.804891146961232, -111.04055156067159 31.80488530104534, -111.04054428932189 31.80487871067812, -111.04053769895467 31.80487143932842, -111.04053185303877 31.804863557023303, -111.04052680787356 31.804855139673684, -111.04052261204676 31.804846268343237, -111.04051930596643 31.804837028467727, -111.04051692147196 31.804827509032204, -111.04051548152734 31.804817801714034, -111.040515 31.804808))",,,,,Not Found,,,,,,,,,,,
4114144,700000.0,85645,-111.06,31.7,172.76,7501,1978,3,3,2781.0,2.0,3,0.0,0,1,0,1,251.70801869831,233333.3333333333,1.0,"POLYGON ((-111.239057 31.665591, -111.23905748152734 31.665581198285967, -111.23905892147197 31.665571490967796, -111.23906130596643 31.665561971532274, -111.23906461204676 31.665552731656764, -111.23906880787356 31.665543860326316, -111.23907385303878 31.665535442976697, -111.23907969895467 31.66552756067158, -111.23908628932189 31.66552028932188, -111.23909356067159 31.665513698954662, -111.2391014429767 31.66550785303877, -111.23910986032632 31.665502807873565, -111.23911873165677 31.665498612046747, -111.23912797153228 31.665495305966427, -111.2391374909678 31.66549292147196, -111.23914719828598 31.665491481527333, -111.239157 31.665491, -111.23916680171403 31.665491481527333, -111.2391765090322 31.66549292147196, -111.23918602846773 31.665495305966427, -111.23919526834324 31.665498612046747, -111.23920413967369 31.665502807873565, -111.23921255702331 31.66550785303877, -111.23922043932842 31.665513698954662, -111.23922771067812 31.66552028932188, -111.23923430104534 31.66552756067158, -111.23924014696124 31.665535442976697, -111.23924519212645 31.665543860326316, -111.23924938795325 31.665552731656764, -111.23925269403358 31.665561971532274, -111.23925507852805 31.665571490967796, -111.23925651847267 31.665581198285967, -111.23925700000001 31.665591, -111.23925651847267 31.66560080171403, -111.23925507852805 31.665610509032202, -111.23925269403358 31.665620028467725, -111.23924938795325 31.665629268343235, -111.23924519212645 31.665638139673682, -111.23924014696124 31.6656465570233, -111.23923430104534 31.665654439328417, -111.23922771067812 31.66566171067812, -111.23922043932842 31.665668301045336, -111.23921255702331 31.66567414696123, -111.23920413967369 31.665679192126433, -111.23919526834324 31.66568338795325, -111.23918602846773 31.66568669403357, -111.2391765090322 31.66568907852804, -111.23916680171403 31.665690518472665, -111.239157 31.665691, -111.23914719828598 31.665690518472665, -111.2391374909678 31.66568907852804, -111.23912797153228 31.66568669403357, -111.23911873165677 31.66568338795325, -111.23910986032632 31.665679192126433, -111.2391014429767 31.66567414696123, -111.23909356067159 31.665668301045336, -111.23908628932189 31.66566171067812, -111.23907969895467 31.665654439328417, -111.23907385303878 31.6656465570233, -111.23906880787356 31.665638139673682, -111.23906461204676 31.665629268343235, -111.23906130596643 31.665620028467725, -111.23905892147197 31.665610509032202, -111.23905748152734 31.66560080171403, -111.239057 31.665591))",,,,,Not Found,,,,,,,,,,,
4117018,775000.0,85646,-111.06,31.61,76.92,5159,2000,3,4,4800.0,6.0,5,425.0,0,1,1,0,161.45833333333334,258333.3333333333,1.3333333333333333,"POLYGON ((-110.91165099999999 31.591976, -110.91165148152733 31.591966198285967, -110.91165292147195 31.591956490967796, -110.91165530596642 31.591946971532273, -110.91165861204675 31.591937731656763, -110.91166280787355 31.591928860326316, -110.91166785303876 31.591920442976697, -110.91167369895466 31.59191256067158, -110.91168028932188 31.59190528932188, -110.91168756067158 31.59189869895466, -110.9116954429767 31.591892853038768, -110.91170386032631 31.591887807873565, -110.91171273165676 31.591883612046747, -110.91172197153227 31.591880305966427, -110.9117314909678 31.59187792147196, -110.91174119828597 31.591876481527333, -110.911751 31.591876, -110.91176080171402 31.591876481527333, -110.9117705090322 31.59187792147196, -110.91178002846772 31.591880305966427, -110.91178926834323 31.591883612046747, -110.91179813967368 31.591887807873565, -110.9118065570233 31.591892853038768, -110.91181443932841 31.59189869895466, -110.91182171067811 31.59190528932188, -110.91182830104533 31.59191256067158, -110.91183414696123 31.591920442976697, -110.91183919212644 31.591928860326316, -110.91184338795324 31.591937731656763, -110.91184669403357 31.591946971532273, -110.91184907852804 31.591956490967796, -110.91185051847266 31.591966198285967, -110.911851 31.591976, -110.91185051847266 31.59198580171403, -110.91184907852804 31.591995509032202, -110.91184669403357 31.592005028467725, -110.91184338795324 31.592014268343235, -110.91183919212644 31.59202313967368, -110.91183414696123 31.5920315570233, -110.91182830104533 31.592039439328417, -110.91182171067811 31.59204671067812, -110.91181443932841 31.592053301045336, -110.9118065570233 31.59205914696123, -110.91179813967368 31.592064192126433, -110.91178926834323 31.59206838795325, -110.91178002846772 31.59207169403357, -110.9117705090322 31.59207407852804, -110.91176080171402 31.592075518472665, -110.911751 31.592076, -110.91174119828597 31.592075518472665, -110.9117314909678 31.59207407852804, -110.91172197153227 31.59207169403357, -110.91171273165676 31.59206838795325, -110.91170386032631 31.592064192126433, -110.9116954429767 31.59205914696123, -110.91168756067158 31.592053301045336, -110.91168028932188 31.59204671067812, -110.91167369895466 31.592039439328417, -110.91166785303876 31.5920315570233, -110.91166280787355 31.59202313967368, -110.91165861204675 31.592014268343235, -110.91165530596642 31.592005028467725, -110.91165292147195 31.591995509032202, -110.91165148152733 31.59198580171403, -110.91165099999999 31.591976))",,,,,Not Found,,,,,,,,,,,
